#HyperedgeIdentifier	NumBVisit	BVisitNodes	TraversedHedges	RestrictiveHedges
http://identifiers.org/reactome/R-HSA-449855	1	http://pathwaycommons.org/pc2/Complex_9fb0359cacbba28f62d7f7b4cfcf1f7f		http://identifiers.org/reactome/R-HSA-449803
http://identifiers.org/reactome/R-HSA-8964561	1	http://pathwaycommons.org/pc2/Complex_b79ae7d7a30c42254c2c64e65e8f6133		http://identifiers.org/reactome/R-HSA-8978926
http://identifiers.org/reactome/R-HSA-8964567	1	http://pathwaycommons.org/pc2/Complex_3c4a3b469df1ec524cbab4b4f706bb2a		http://identifiers.org/reactome/R-HSA-8961934
http://identifiers.org/reactome/R-HSA-8964580	1	http://pathwaycommons.org/pc2/Complex_3e45856ad87b71029f09fa99b3e076f1		http://identifiers.org/reactome/R-HSA-8964588
http://identifiers.org/reactome/R-HSA-8948219	1	http://pathwaycommons.org/pc2/Complex_7c380b8160f24497f5fb73094097eea8		http://identifiers.org/reactome/R-HSA-1981128
http://identifiers.org/reactome/R-HSA-418576	4	http://pathwaycommons.org/pc2/Protein_f47c7bb1c7b003bf177dcf36677cb1e6;http://pathwaycommons.org/pc2/Complex_9e667aadd84bf731ab5a565572201edd;http://pathwaycommons.org/pc2/Complex_75e81c6e3daae1c031ca86914604c308;http://pathwaycommons.org/pc2/Complex_6e7e829922ea9341cb055b1ba67aadbe	http://identifiers.org/reactome/R-HSA-417908	http://identifiers.org/reactome/R-HSA-750993;http://identifiers.org/reactome/R-HSA-418582;http://identifiers.org/reactome/R-HSA-398188;http://identifiers.org/reactome/R-HSA-418581;http://identifiers.org/reactome/R-HSA-400586;http://identifiers.org/reactome/R-HSA-416510;http://identifiers.org/reactome/R-HSA-416516;http://identifiers.org/reactome/R-HSA-750988;http://identifiers.org/reactome/R-HSA-398040;http://identifiers.org/reactome/R-HSA-751039;http://identifiers.org/reactome/R-HSA-751001;http://identifiers.org/reactome/R-HSA-428941;http://identifiers.org/reactome/R-HSA-416358;http://identifiers.org/reactome/R-HSA-167433;http://identifiers.org/reactome/R-HSA-751013;http://identifiers.org/reactome/R-HSA-392295
http://identifiers.org/reactome/R-HSA-74947	2	http://pathwaycommons.org/pc2/Protein_3d544aa174c084cea597193021c36934;http://pathwaycommons.org/pc2/Protein_3be4c090d6b6701083b32f5d02d2048c		http://identifiers.org/reactome/R-HSA-2581488;http://identifiers.org/reactome/R-HSA-74948
http://identifiers.org/reactome/R-HSA-936942	2	http://pathwaycommons.org/pc2/PhysicalEntity_c213a6f235a06909cb3dfc9b0d0cca50;http://pathwaycommons.org/pc2/Complex_c4b3e106d0b715695f285466510a420a	http://identifiers.org/reactome/R-HSA-936986	http://identifiers.org/reactome/R-HSA-202453;http://identifiers.org/reactome/R-HSA-975122;http://identifiers.org/reactome/R-HSA-168915;http://identifiers.org/reactome/R-HSA-5668414;http://identifiers.org/reactome/R-HSA-688137;http://identifiers.org/reactome/R-HSA-741386;http://identifiers.org/reactome/R-HSA-5607757;http://identifiers.org/reactome/R-HSA-975097;http://identifiers.org/reactome/R-HSA-9014342;http://identifiers.org/reactome/R-HSA-937050;http://identifiers.org/reactome/R-HSA-936960;http://identifiers.org/reactome/R-HSA-975118;http://identifiers.org/reactome/R-HSA-2730904;http://identifiers.org/reactome/R-HSA-202534;http://identifiers.org/reactome/R-HSA-5688797;http://identifiers.org/reactome/R-HSA-5667111;http://identifiers.org/reactome/R-HSA-5246693;http://identifiers.org/reactome/R-HSA-5691431;http://identifiers.org/reactome/R-HSA-5696547;http://identifiers.org/reactome/R-HSA-5357757;http://identifiers.org/reactome/R-HSA-5607756;http://identifiers.org/reactome/R-HSA-936947;http://identifiers.org/reactome/R-HSA-177690;http://identifiers.org/reactome/R-HSA-918224
http://identifiers.org/reactome/R-HSA-109822	3	http://pathwaycommons.org/pc2/Complex_32eeabfaeabcbb511c1b0139e5e7d419;http://pathwaycommons.org/pc2/Protein_cd8087461229a825368446206cc015d5;http://pathwaycommons.org/pc2/Complex_0f8ed34ebb1d3c0af0a02dda61a057af	http://identifiers.org/reactome/R-HSA-5686074	http://identifiers.org/reactome/R-HSA-74748;http://identifiers.org/reactome/R-HSA-74746
http://identifiers.org/reactome/R-HSA-5358919	1	http://pathwaycommons.org/pc2/Complex_594d1f40e54345fcd4c679a41e7f53ea		http://identifiers.org/reactome/R-HSA-5358519
http://identifiers.org/reactome/R-HSA-1236956	3	http://pathwaycommons.org/pc2/PhysicalEntity_10e7dad8779b91f434bd95e04bf69a1a;http://pathwaycommons.org/pc2/PhysicalEntity_b076ca3d6589e05b28493cd00b59d8eb;http://pathwaycommons.org/pc2/PhysicalEntity_20a5fac39875e43248dc49914766f554	http://identifiers.org/reactome/R-HSA-1236963	http://identifiers.org/reactome/R-HSA-1236938
http://identifiers.org/reactome/R-HSA-2023456	2	http://pathwaycommons.org/pc2/Complex_966894ea1ad6a0159875e5fe7acb5b2f;http://pathwaycommons.org/pc2/Complex_74b48246d92c793f33cdf3f151fccc84	http://identifiers.org/reactome/R-HSA-2023460	
http://identifiers.org/reactome/R-HSA-5691001	1	http://pathwaycommons.org/pc2/Complex_7ac3315aed026f99bb315bef191dad8a		http://identifiers.org/reactome/R-HSA-5690997
http://identifiers.org/reactome/R-HSA-428883	1	http://pathwaycommons.org/pc2/Complex_d15e1b92a93021b7aeb3732d8f39a3e4		
http://identifiers.org/reactome/R-HSA-113429	19	http://pathwaycommons.org/pc2/Complex_88eefa09eea3df6529ee2788834e63f0;http://pathwaycommons.org/pc2/Protein_65f8fe42a4653fc4662a4aae07d207c1;http://pathwaycommons.org/pc2/Complex_8a1111d463caeea9bcc3ed262db8f1f5;http://pathwaycommons.org/pc2/Complex_231a69bccdec3a9988bb7839fb3118b8;http://pathwaycommons.org/pc2/Complex_633b217a9fd5c48e4ae4117c9bca2302;http://pathwaycommons.org/pc2/Protein_c6948cfd4c102d2de3d9abb1ccbfafef;http://pathwaycommons.org/pc2/Protein_1adf1c72459d9817a08db9d2dda13223;http://pathwaycommons.org/pc2/Complex_a17cb0bf110cf895782eeae3bf4ec49a;http://pathwaycommons.org/pc2/Protein_dfc32dea39ea8c61fac21526aac7ef6e;http://pathwaycommons.org/pc2/Protein_71298ea4cd2770b5008d4699fd65870b;http://pathwaycommons.org/pc2/Protein_05311e8f95b701803fad068103b87168;http://pathwaycommons.org/pc2/Protein_05f0f30d5f408bcc6939c79e3fe64f82;http://pathwaycommons.org/pc2/Complex_79eb8ed05d4fc01563f3b18f3ee3e2bf;http://pathwaycommons.org/pc2/Protein_10863929065a8793704c184ab79fea3b;http://pathwaycommons.org/pc2/Complex_68f51dd766d7d7d32cc6432beafde776;http://pathwaycommons.org/pc2/PhysicalEntity_e3c6ea40057f600f72ae39005a95042e;http://pathwaycommons.org/pc2/Protein_7c67066d54a51a4d2694cc9c218de82c;http://pathwaycommons.org/pc2/Complex_7d5d3b4df77d1df3b3fb66cf95598c3c;http://pathwaycommons.org/pc2/Protein_8a9f584e8a2a69d1c6a41632138539ef		http://identifiers.org/reactome/R-HSA-8942099;http://identifiers.org/reactome/R-HSA-167084;http://identifiers.org/reactome/R-HSA-112383;http://identifiers.org/reactome/R-HSA-6810234;http://identifiers.org/reactome/R-HSA-6805061;http://identifiers.org/reactome/R-HSA-112381;http://identifiers.org/reactome/R-HSA-167083;http://identifiers.org/reactome/R-HSA-167072;http://identifiers.org/reactome/R-HSA-113407;http://identifiers.org/reactome/R-HSA-6782234;http://identifiers.org/reactome/R-HSA-6782004;http://identifiers.org/reactome/R-HSA-167085;http://identifiers.org/reactome/R-HSA-112379;http://identifiers.org/reactome/R-HSA-167196;http://identifiers.org/reactome/R-HSA-167077;http://identifiers.org/reactome/R-HSA-6814549;http://identifiers.org/reactome/R-HSA-113402
http://identifiers.org/reactome/R-HSA-113414	25	http://pathwaycommons.org/pc2/Complex_b2fb91a1e53e00fe7baa7e5bcd64e66e;http://pathwaycommons.org/pc2/Protein_65f8fe42a4653fc4662a4aae07d207c1;http://pathwaycommons.org/pc2/Complex_633b217a9fd5c48e4ae4117c9bca2302;http://pathwaycommons.org/pc2/Protein_1adf1c72459d9817a08db9d2dda13223;http://pathwaycommons.org/pc2/Complex_a17cb0bf110cf895782eeae3bf4ec49a;http://pathwaycommons.org/pc2/Complex_ae6266a1301ed005a7a48c5c6c9a01ca;http://pathwaycommons.org/pc2/Protein_05f0f30d5f408bcc6939c79e3fe64f82;http://pathwaycommons.org/pc2/Protein_c6948cfd4c102d2de3d9abb1ccbfafef;http://pathwaycommons.org/pc2/Complex_68f51dd766d7d7d32cc6432beafde776;http://pathwaycommons.org/pc2/Complex_5d3033ea56e68c6aab8bb2ff66e5bf8e;http://pathwaycommons.org/pc2/Protein_7c67066d54a51a4d2694cc9c218de82c;http://pathwaycommons.org/pc2/PhysicalEntity_e3c6ea40057f600f72ae39005a95042e;http://pathwaycommons.org/pc2/Complex_01bc88e9b17e6eb72cce935da2e61f54;http://pathwaycommons.org/pc2/Complex_88eefa09eea3df6529ee2788834e63f0;http://pathwaycommons.org/pc2/Complex_8a1111d463caeea9bcc3ed262db8f1f5;http://pathwaycommons.org/pc2/Complex_231a69bccdec3a9988bb7839fb3118b8;http://pathwaycommons.org/pc2/Protein_71298ea4cd2770b5008d4699fd65870b;http://pathwaycommons.org/pc2/Protein_dfc32dea39ea8c61fac21526aac7ef6e;http://pathwaycommons.org/pc2/Complex_01c342ce1bf24c0aff444566f19d72cc;http://pathwaycommons.org/pc2/Complex_79eb8ed05d4fc01563f3b18f3ee3e2bf;http://pathwaycommons.org/pc2/Protein_10863929065a8793704c184ab79fea3b;http://pathwaycommons.org/pc2/Protein_05311e8f95b701803fad068103b87168;http://pathwaycommons.org/pc2/Complex_7d5d3b4df77d1df3b3fb66cf95598c3c;http://pathwaycommons.org/pc2/Complex_23fa539a16808f83382fd944461782a4;http://pathwaycommons.org/pc2/Protein_8a9f584e8a2a69d1c6a41632138539ef	http://identifiers.org/reactome/R-HSA-112395;http://identifiers.org/reactome/R-HSA-113413;http://identifiers.org/reactome/R-HSA-113429;http://identifiers.org/reactome/R-HSA-113414;http://identifiers.org/reactome/R-HSA-113411;http://identifiers.org/reactome/R-HSA-113412;http://identifiers.org/reactome/R-HSA-112396;http://identifiers.org/reactome/R-HSA-112392	http://identifiers.org/reactome/R-HSA-8942099;http://identifiers.org/reactome/R-HSA-167084;http://identifiers.org/reactome/R-HSA-112383;http://identifiers.org/reactome/R-HSA-6810234;http://identifiers.org/reactome/R-HSA-6805061;http://identifiers.org/reactome/R-HSA-112381;http://identifiers.org/reactome/R-HSA-167083;http://identifiers.org/reactome/R-HSA-167072;http://identifiers.org/reactome/R-HSA-113407;http://identifiers.org/reactome/R-HSA-6782234;http://identifiers.org/reactome/R-HSA-6782004;http://identifiers.org/reactome/R-HSA-167085;http://identifiers.org/reactome/R-HSA-112379;http://identifiers.org/reactome/R-HSA-167196;http://identifiers.org/reactome/R-HSA-167077;http://identifiers.org/reactome/R-HSA-6814549;http://identifiers.org/reactome/R-HSA-113402
http://identifiers.org/reactome/R-HSA-113411	25	http://pathwaycommons.org/pc2/Complex_b2fb91a1e53e00fe7baa7e5bcd64e66e;http://pathwaycommons.org/pc2/Protein_65f8fe42a4653fc4662a4aae07d207c1;http://pathwaycommons.org/pc2/Complex_633b217a9fd5c48e4ae4117c9bca2302;http://pathwaycommons.org/pc2/Protein_1adf1c72459d9817a08db9d2dda13223;http://pathwaycommons.org/pc2/Complex_a17cb0bf110cf895782eeae3bf4ec49a;http://pathwaycommons.org/pc2/Protein_05311e8f95b701803fad068103b87168;http://pathwaycommons.org/pc2/Protein_05f0f30d5f408bcc6939c79e3fe64f82;http://pathwaycommons.org/pc2/Protein_c6948cfd4c102d2de3d9abb1ccbfafef;http://pathwaycommons.org/pc2/Complex_68f51dd766d7d7d32cc6432beafde776;http://pathwaycommons.org/pc2/Complex_5d3033ea56e68c6aab8bb2ff66e5bf8e;http://pathwaycommons.org/pc2/Protein_7c67066d54a51a4d2694cc9c218de82c;http://pathwaycommons.org/pc2/PhysicalEntity_e3c6ea40057f600f72ae39005a95042e;http://pathwaycommons.org/pc2/Complex_01bc88e9b17e6eb72cce935da2e61f54;http://pathwaycommons.org/pc2/Complex_88eefa09eea3df6529ee2788834e63f0;http://pathwaycommons.org/pc2/Complex_8a1111d463caeea9bcc3ed262db8f1f5;http://pathwaycommons.org/pc2/Complex_231a69bccdec3a9988bb7839fb3118b8;http://pathwaycommons.org/pc2/Protein_71298ea4cd2770b5008d4699fd65870b;http://pathwaycommons.org/pc2/Protein_dfc32dea39ea8c61fac21526aac7ef6e;http://pathwaycommons.org/pc2/Complex_01c342ce1bf24c0aff444566f19d72cc;http://pathwaycommons.org/pc2/Complex_79eb8ed05d4fc01563f3b18f3ee3e2bf;http://pathwaycommons.org/pc2/Protein_10863929065a8793704c184ab79fea3b;http://pathwaycommons.org/pc2/Complex_ae6266a1301ed005a7a48c5c6c9a01ca;http://pathwaycommons.org/pc2/Complex_7d5d3b4df77d1df3b3fb66cf95598c3c;http://pathwaycommons.org/pc2/Complex_23fa539a16808f83382fd944461782a4;http://pathwaycommons.org/pc2/Protein_8a9f584e8a2a69d1c6a41632138539ef	http://identifiers.org/reactome/R-HSA-112395;http://identifiers.org/reactome/R-HSA-113413;http://identifiers.org/reactome/R-HSA-113429;http://identifiers.org/reactome/R-HSA-113414;http://identifiers.org/reactome/R-HSA-113411;http://identifiers.org/reactome/R-HSA-113412;http://identifiers.org/reactome/R-HSA-112396;http://identifiers.org/reactome/R-HSA-112392	http://identifiers.org/reactome/R-HSA-8942099;http://identifiers.org/reactome/R-HSA-167084;http://identifiers.org/reactome/R-HSA-112383;http://identifiers.org/reactome/R-HSA-6810234;http://identifiers.org/reactome/R-HSA-6805061;http://identifiers.org/reactome/R-HSA-112381;http://identifiers.org/reactome/R-HSA-167083;http://identifiers.org/reactome/R-HSA-167072;http://identifiers.org/reactome/R-HSA-113407;http://identifiers.org/reactome/R-HSA-6782234;http://identifiers.org/reactome/R-HSA-6782004;http://identifiers.org/reactome/R-HSA-167085;http://identifiers.org/reactome/R-HSA-112379;http://identifiers.org/reactome/R-HSA-167196;http://identifiers.org/reactome/R-HSA-167077;http://identifiers.org/reactome/R-HSA-6814549;http://identifiers.org/reactome/R-HSA-113402
http://identifiers.org/reactome/R-HSA-113412	2	http://pathwaycommons.org/pc2/Complex_01c342ce1bf24c0aff444566f19d72cc;http://pathwaycommons.org/pc2/Complex_23fa539a16808f83382fd944461782a4	http://identifiers.org/reactome/R-HSA-112396	
http://identifiers.org/reactome/R-HSA-3299569	3	http://pathwaycommons.org/pc2/Protein_6a6025b76de59a2d26788d76e8ccb6bd;http://pathwaycommons.org/pc2/Complex_8575ce5853d24e0fbf281c338a676696;http://pathwaycommons.org/pc2/Complex_bae4be82f4e3537e7f91f628e1b2c757		http://identifiers.org/reactome/R-HSA-2186607;http://identifiers.org/reactome/R-HSA-3322422;http://identifiers.org/reactome/R-HSA-3451153;http://identifiers.org/reactome/R-HSA-5665608;http://identifiers.org/reactome/R-HSA-8944362;http://identifiers.org/reactome/R-HSA-201712;http://identifiers.org/reactome/R-HSA-3322424;http://identifiers.org/reactome/R-HSA-1227670;http://identifiers.org/reactome/R-HSA-1227671;http://identifiers.org/reactome/R-HSA-4641231;http://identifiers.org/reactome/R-HSA-8944349;http://identifiers.org/reactome/R-HSA-8935732;http://identifiers.org/reactome/R-HSA-3322431;http://identifiers.org/reactome/R-HSA-427409;http://identifiers.org/reactome/R-HSA-4615889;http://identifiers.org/reactome/R-HSA-3322427
http://identifiers.org/reactome/R-HSA-202214	3	http://pathwaycommons.org/pc2/Complex_5c0749087db949bb1f787328a054a3a1;http://pathwaycommons.org/pc2/Complex_11eebcb71eae6cdc94d54be738e1db80;http://pathwaycommons.org/pc2/Complex_d7fe9dc98761205019c37b33b49ef7c4	http://identifiers.org/reactome/R-HSA-202165;http://identifiers.org/reactome/R-HSA-202291	http://identifiers.org/reactome/R-HSA-202344;http://identifiers.org/reactome/R-HSA-389758;http://identifiers.org/reactome/R-HSA-202233;http://identifiers.org/reactome/R-HSA-8852200;http://identifiers.org/reactome/R-HSA-202168;http://identifiers.org/reactome/R-HSA-202307
http://identifiers.org/reactome/R-HSA-8987063	6	http://pathwaycommons.org/pc2/Complex_a921affd9956b021b1c96415db8f0500;http://pathwaycommons.org/pc2/Protein_e748e66fb5957fcbb4323e315e9fb38b;http://pathwaycommons.org/pc2/Complex_5d5b0bdb33797a2e333e05e0729390e3;http://pathwaycommons.org/pc2/Complex_83231630a801cd2d390ad59547edae15;http://pathwaycommons.org/pc2/Complex_f32c43afd3655ef5bfa561ebd0827e87;http://pathwaycommons.org/pc2/Complex_cdbb629b581c95eb59b07909a010fc13	http://identifiers.org/reactome/R-HSA-8987161;http://identifiers.org/reactome/R-HSA-8987214;http://identifiers.org/reactome/R-HSA-8987052;http://identifiers.org/reactome/R-HSA-8987096	http://identifiers.org/reactome/R-HSA-8987063;http://identifiers.org/reactome/R-HSA-9005340
http://identifiers.org/reactome/R-HSA-6781764	1	http://pathwaycommons.org/pc2/Complex_6034cc521007f0ad52bf1f5b5cfc8151		
http://identifiers.org/reactome/R-HSA-4411402	2	http://pathwaycommons.org/pc2/Complex_4bb8c025d43809f3f0775a349c57a5c7;http://pathwaycommons.org/pc2/Complex_0f930b0430419890fb4594ceae17b999	http://identifiers.org/reactome/R-HSA-4411373	http://identifiers.org/reactome/R-HSA-4411383;http://identifiers.org/reactome/R-HSA-8944362
http://identifiers.org/reactome/R-HSA-8878054	1	http://pathwaycommons.org/pc2/Complex_4e0d38026af5bdef883729da7f7968c5		
http://identifiers.org/reactome/R-HSA-204947	1	http://pathwaycommons.org/pc2/Complex_a58c02d7648cc4b5e509db64fc8c8d9e		
http://identifiers.org/reactome/R-HSA-8938913	1	http://pathwaycommons.org/pc2/Complex_a57ff6c58a13f842aa9cced329e5a874		http://identifiers.org/reactome/R-HSA-8938938
http://identifiers.org/reactome/R-HSA-8877192	1	http://pathwaycommons.org/pc2/Complex_aabe1559468ce99c1c535f8875d82d1f		http://identifiers.org/reactome/R-HSA-8877348;http://identifiers.org/reactome/R-HSA-8877414;http://identifiers.org/reactome/R-HSA-8877879;http://identifiers.org/reactome/R-HSA-8877369;http://identifiers.org/reactome/R-HSA-8877391;http://identifiers.org/reactome/R-HSA-8877490
http://identifiers.org/reactome/R-HSA-8934742	2	http://pathwaycommons.org/pc2/Complex_fb1cebeb8c5e62cd84e8d83434950cc7;http://pathwaycommons.org/pc2/Complex_eab3aae1089cd33c35eab89901f4deb3	http://identifiers.org/reactome/R-HSA-8934735	
http://identifiers.org/reactome/R-HSA-8938930	1	http://pathwaycommons.org/pc2/Complex_70b5967a4494723a1ee1e9883f53b192		
http://identifiers.org/reactome/R-HSA-8865482	1	http://pathwaycommons.org/pc2/Complex_5cdf5a91376a1a438b1803a5db71504f		http://identifiers.org/reactome/R-HSA-8865491
http://identifiers.org/reactome/R-HSA-8938951	1	http://pathwaycommons.org/pc2/Complex_eb569f002a66f7fa4c5caf61b605e58c		
http://identifiers.org/reactome/R-HSA-8878056	1	http://pathwaycommons.org/pc2/Complex_6c4cf4ae7a58aee3dd70b384fb8d31e0		http://identifiers.org/reactome/R-HSA-8878050
http://identifiers.org/reactome/R-HSA-8956639	1	http://pathwaycommons.org/pc2/Complex_762da814d08ecdb1d4a0fdc3a2b8c06e		http://identifiers.org/reactome/R-HSA-8956649
http://identifiers.org/reactome/R-HSA-180855	1	http://pathwaycommons.org/pc2/Protein_4af535adc7f219999dabf0807994e1e5		http://identifiers.org/reactome/R-HSA-180905
http://identifiers.org/reactome/R-HSA-5666070	1	http://pathwaycommons.org/pc2/Complex_6645283ccd4cf4c5c55354de85478921		
http://identifiers.org/reactome/R-HSA-5667037	1	http://pathwaycommons.org/pc2/Complex_5383fe7f8696520b7b295aa47ed2898e		
http://identifiers.org/reactome/R-HSA-194793	2	http://pathwaycommons.org/pc2/Protein_b6805d8de36190d64a5f3055655eaace;http://pathwaycommons.org/pc2/Protein_98c9caef2746ff618d522b4f3e75c8ab		
http://identifiers.org/reactome/R-HSA-194308	1	http://pathwaycommons.org/pc2/Complex_bbd6c359b0e6a3e7bf4db915de53ed31		
http://identifiers.org/reactome/R-HSA-1799330	1	http://pathwaycommons.org/pc2/Complex_4a8f1d07653f0e30162cbf2957e36249		http://identifiers.org/reactome/R-HSA-1799326
http://identifiers.org/reactome/R-HSA-5334152	1	http://pathwaycommons.org/pc2/Complex_7617ed8df263d55bc2d713d9ea5a3925		
http://identifiers.org/reactome/R-HSA-8956676	1	http://pathwaycommons.org/pc2/Complex_8e7aa76822cc6b41371bbafa485dad26		
http://identifiers.org/reactome/R-HSA-8848314	1	http://pathwaycommons.org/pc2/Complex_5e426960750bc4a1c3eac51c8121de58		
http://identifiers.org/reactome/R-HSA-5686685	7	http://pathwaycommons.org/pc2/Complex_855d80dd26fb54511604ed7e76a68e3b;http://pathwaycommons.org/pc2/Protein_2f77e56bd6326b9d8e36ac3c6bfe9dbd;http://pathwaycommons.org/pc2/Protein_da6e0c515c9539e21ab7c4afcdcb965f;http://pathwaycommons.org/pc2/Complex_7388ac547373d56f8084cead5a294078;http://pathwaycommons.org/pc2/Protein_8fedd0f7d2979e7889bdb6e7a3ffa7b3;http://pathwaycommons.org/pc2/Protein_83df9dd9723209e5eda9f97418573f76;http://pathwaycommons.org/pc2/Protein_e0c274c725f5ccb2fd38e8b62e7d78ea		http://identifiers.org/reactome/R-HSA-5683385;http://identifiers.org/reactome/R-HSA-5683384;http://identifiers.org/reactome/R-HSA-5693599;http://identifiers.org/reactome/R-HSA-5686900;http://identifiers.org/reactome/R-HSA-5684108
http://identifiers.org/reactome/R-HSA-5358619	1	http://pathwaycommons.org/pc2/Complex_c2eaa181b35df3fc359007c055cd0f9d		http://identifiers.org/reactome/R-HSA-5358579
http://identifiers.org/reactome/R-HSA-9033526	3	http://pathwaycommons.org/pc2/Protein_9208aae10f61abf8727e43436d21e6b5;http://pathwaycommons.org/pc2/Complex_030479b20a05e607e2a32d7702f1b590;http://pathwaycommons.org/pc2/Protein_66ddcc3ce1de2d7fb8e262f71d7bbfdd	http://identifiers.org/reactome/R-HSA-9033478	http://identifiers.org/reactome/R-HSA-9033509;http://identifiers.org/reactome/R-HSA-870479;http://identifiers.org/reactome/R-HSA-5661157;http://identifiers.org/reactome/R-HSA-9033526
http://identifiers.org/reactome/R-HSA-3149563	1	http://pathwaycommons.org/pc2/Complex_844cb05da919ac72415fd00b5f896b2d		
http://identifiers.org/reactome/R-HSA-391375	1	http://pathwaycommons.org/pc2/Complex_692d4e8b12adb5697b42b010f48c5e72		
http://identifiers.org/reactome/R-HSA-8852134	3	http://pathwaycommons.org/pc2/Complex_c4cbe017ae1a1b27289c697eab2b65ed;http://pathwaycommons.org/pc2/Complex_86dba5646a7156efc4e58a884faa4032;http://pathwaycommons.org/pc2/Complex_c05933587ca0de13824d0f8d34c0085e	http://identifiers.org/reactome/R-HSA-8852132;http://identifiers.org/reactome/R-HSA-8852133	http://identifiers.org/reactome/R-HSA-8852129
http://identifiers.org/reactome/R-HSA-8853444	2	http://pathwaycommons.org/pc2/Protein_f7107318da488d3e575d3565b24a8390;http://pathwaycommons.org/pc2/Protein_0bb1b0e7e70e30187b8f0f9029095aaa		http://identifiers.org/reactome/R-HSA-8853496;http://identifiers.org/reactome/R-HSA-8853429
http://identifiers.org/reactome/R-HSA-114275	1	http://pathwaycommons.org/pc2/Complex_1b6b6e12508e91205f52fd66c2204f85		
http://identifiers.org/reactome/R-HSA-2396599	1	http://pathwaycommons.org/pc2/Complex_3328d193a2f2367291d252e2f0e6946b		http://identifiers.org/reactome/R-HSA-2424477;http://identifiers.org/reactome/R-HSA-2396561
http://identifiers.org/reactome/R-HSA-5662603	1	http://pathwaycommons.org/pc2/Complex_e4c26c283c306dbed08699dd2c20f0a1		
http://identifiers.org/reactome/R-HSA-372529	7	http://pathwaycommons.org/pc2/Complex_01f5a963d77f9aa8b84c4eefb3f1f78f;http://pathwaycommons.org/pc2/Protein_8f4c97ef0b9aa34838dbb35876f19754;http://pathwaycommons.org/pc2/Protein_5726bc1259a58933de527c9704bfa5d2;http://pathwaycommons.org/pc2/Complex_2610045cfa9cd2d6a4d1a585e2024188;http://pathwaycommons.org/pc2/Protein_4847410a9fbeeb8f6ad14af95eb71b9d;http://pathwaycommons.org/pc2/Protein_e89332e4c2f4c1423214e334aca731ab;http://pathwaycommons.org/pc2/Protein_b0df771afac0c95a0afd4d51e80efe35		http://identifiers.org/reactome/R-HSA-5250986;http://identifiers.org/reactome/R-HSA-917744;http://identifiers.org/reactome/R-HSA-374922;http://identifiers.org/reactome/R-HSA-380905;http://identifiers.org/reactome/R-HSA-210426;http://identifiers.org/reactome/R-HSA-380574;http://identifiers.org/reactome/R-HSA-372505
http://identifiers.org/reactome/R-HSA-1500804	1	http://pathwaycommons.org/pc2/Complex_5d773c7fa4e61b704a35c94dfb993727		
http://identifiers.org/reactome/R-HSA-194894	1	http://pathwaycommons.org/pc2/Complex_651fcb2408edd66d9f6a19b157025ec5		
http://identifiers.org/reactome/R-HSA-194922	1	http://pathwaycommons.org/pc2/Complex_0fab775874dfc3287a7ed5f7d79d102e		http://identifiers.org/reactome/R-HSA-194913;http://identifiers.org/reactome/R-HSA-194854
http://identifiers.org/reactome/R-HSA-453339	1	http://pathwaycommons.org/pc2/Complex_6732cba9b2a14edde5e72f83b185295c		
http://identifiers.org/reactome/R-HSA-173647	1	http://pathwaycommons.org/pc2/Complex_5eff38cf9b528147204b5f4a85edf01d		http://identifiers.org/reactome/R-HSA-3149454
http://identifiers.org/reactome/R-HSA-445705	2	http://pathwaycommons.org/pc2/Complex_8e60138ea4e227d439f50d31a959925c;http://pathwaycommons.org/pc2/Complex_1dd9d6f8ac462e50f6baeb16dc82ae03	http://identifiers.org/reactome/R-HSA-445700	http://identifiers.org/reactome/R-HSA-445699
http://identifiers.org/reactome/R-HSA-8875431	1	http://pathwaycommons.org/pc2/Complex_9d6c7b06ad38e89030e46740100ad8c4		http://identifiers.org/reactome/R-HSA-8875443
http://identifiers.org/reactome/R-HSA-3371567	1	http://pathwaycommons.org/pc2/Protein_d9272710a68513d4bfe2481b4187b299		http://identifiers.org/reactome/R-HSA-3371518;http://identifiers.org/reactome/R-HSA-3371537
http://identifiers.org/reactome/R-HSA-5610723	1	http://pathwaycommons.org/pc2/Complex_8fc292eca523fbca3ebbdb53daa53cc2		http://identifiers.org/reactome/R-HSA-5635860;http://identifiers.org/reactome/R-HSA-5610767
http://identifiers.org/reactome/R-HSA-1295540	5	http://pathwaycommons.org/pc2/Complex_8aeef07fce845d985023820f7e04e546;http://pathwaycommons.org/pc2/Complex_d60fdf66e6a717fae86533e8b9a520c9;http://pathwaycommons.org/pc2/Complex_f8f747ab7c7ee7796d1550b8a88249dd;http://pathwaycommons.org/pc2/Complex_038ec63e06f976466d774c9e346822f4;http://pathwaycommons.org/pc2/Protein_78fb151f81bb21d43ca9eeee8991ee5b	http://identifiers.org/reactome/R-HSA-452102;http://identifiers.org/reactome/R-HSA-507937;http://identifiers.org/reactome/R-HSA-6785165	http://identifiers.org/reactome/R-HSA-9025969;http://identifiers.org/reactome/R-HSA-8865626;http://identifiers.org/reactome/R-HSA-9012671;http://identifiers.org/reactome/R-HSA-1295516
