#Entity	NumDownstream
http://pathwaycommons.org/pc2/Complex_1d73f7f31d15e261b4e1275abeb86c2f	1
http://pathwaycommons.org/pc2/Protein_4707a49ea1ec5a697d4dce648a8131ee	3
http://pathwaycommons.org/pc2/Protein_0fcacc655efb694caa8abfdc0868499d	7
http://pathwaycommons.org/pc2/Protein_2a567c7179155c894a6c76ac1c6015d3	23217
http://pathwaycommons.org/pc2/Protein_47092467785341a54f34b2f416aa0d6e	25726
http://pathwaycommons.org/pc2/Protein_b6dfbb39f856c1482e4c2033bf6b9fef	10
http://pathwaycommons.org/pc2/Protein_dc5ff2322402e0d686744e2b13a21166	5
http://pathwaycommons.org/pc2/Protein_8a293fd7c247bdedf2196f2d4ef5624f	22336
http://pathwaycommons.org/pc2/Protein_76933fc51d0308e07bd2c9213d0090b5	2
http://pathwaycommons.org/pc2/Protein_405ba102f2198528e7947976fe348890	18377
http://pathwaycommons.org/pc2/SmallMolecule_e32b7b90e4592efce407347a5fd31732	23617
http://pathwaycommons.org/pc2/Protein_c87bdc84742ef263167412277a494bee	22333
http://pathwaycommons.org/pc2/Protein_374a21de2a16dbe78ae7fb1a9722774f	8
http://pathwaycommons.org/pc2/Protein_3ef5a270167fa02ba4cdfa8d1e77d76b	2
http://pathwaycommons.org/pc2/Protein_fa1559b7fb185fb5fb5a9c2cbb158bef	22595
http://pathwaycommons.org/pc2/SmallMolecule_56b9c83be46975d95812a68d7124fe31	0
http://pathwaycommons.org/pc2/Protein_9500919bb230804cecf621fc6f405162	18500
http://pathwaycommons.org/pc2/Protein_adec603ba662e752c896fdf38c030467	22595
http://pathwaycommons.org/pc2/Rna_188144fc8686c08597764a450890338d	10271
http://pathwaycommons.org/pc2/Protein_560b7c20099e3014dbd012c977181b70	22756
http://pathwaycommons.org/pc2/Complex_5d886336e73d8ce5c8a72093ff4b72c0	23204
http://pathwaycommons.org/pc2/Protein_d84e9d1f2ac8e8aadb83082053c36617	23504
http://pathwaycommons.org/pc2/SmallMolecule_f9a4d067776730b1401f2d339fc9b519	23210
http://pathwaycommons.org/pc2/Protein_3f1cc75d3ba39c91c1d2e14fad36828c	19
http://pathwaycommons.org/pc2/Complex_7d1507edb180e75ec1334aa2ebb44246	1
http://pathwaycommons.org/pc2/SmallMolecule_adc8af3f057822b54efaf923dd43fb4c	2
http://pathwaycommons.org/pc2/Complex_1e4e736beb4ca3525fb028efb429c181	1
http://pathwaycommons.org/pc2/Protein_f39f993c63167ca119bf191cd5e82d9c	19545
http://pathwaycommons.org/pc2/Complex_71ae43b42c0aa841f3894ce1967b69e0	15
http://pathwaycommons.org/pc2/Protein_3bd8073a1fcafb9980a39187ffdf570d	5
http://pathwaycommons.org/pc2/Protein_4bc4ca2204ab42c72aa00e1135c84e90	23218
http://pathwaycommons.org/pc2/Protein_898266da4630a2d0c08a13997886e1a9	0
http://pathwaycommons.org/pc2/Protein_924264dc6d406671f6972e86cbd4c1c1	0
http://pathwaycommons.org/pc2/Complex_e977fb23c58316713693c27710cf1875	1
http://pathwaycommons.org/pc2/Protein_8b02324298049b9d7cdaa0f25270e537	3
http://pathwaycommons.org/pc2/Protein_42f928b7a7d5883474c6be648802432c	23621
http://pathwaycommons.org/pc2/Protein_edb6258e16128d68345e712e136dbbe3	22582
http://pathwaycommons.org/pc2/SmallMolecule_aaebcdff23a8dab810e94f85345b2b3d	21484
http://pathwaycommons.org/pc2/Complex_ac7ecfa2bdb10503378ece21c33df77f	10368
http://pathwaycommons.org/pc2/Protein_585564cfe9715772a2ea38cf0447c7ff	21392
http://pathwaycommons.org/pc2/Protein_a9c72e5f64e4ea7155c667e1dde413ee	42
http://pathwaycommons.org/pc2/Protein_f9297ef743674f39f5b99ca008c71430	5
http://pathwaycommons.org/pc2/Protein_f99fbc8bb689d894cce5db5e078312ce	2
http://pathwaycommons.org/pc2/Protein_28eec2bfbb1f2f65c000dfde0889625c	20242
http://pathwaycommons.org/pc2/PhysicalEntity_715fe7f4c71e574d6c572c30a8cc7866	21481
http://pathwaycommons.org/pc2/Protein_bd844fa0841d7f6a6bca07f5dddd8fb0	23208
http://pathwaycommons.org/pc2/Complex_d00031960299145a18c8cf3be7b54f15	15201
http://pathwaycommons.org/pc2/Dna_1d749df54dc12d7fac3a33b8e58375ff	343
http://pathwaycommons.org/pc2/Complex_ade4235fd10ab83b81234708fee088ca	21172
http://pathwaycommons.org/pc2/SmallMolecule_8dfa2067b63e222695c60d6205536b29	2
http://pathwaycommons.org/pc2/Protein_0ad614bacb5c7af3003ab952240256b6	17080
http://pathwaycommons.org/pc2/Complex_f8e8fb8ea936de53582c30b4c3fa712c	23211
http://pathwaycommons.org/pc2/Protein_76eb365aaf1b429e830dc8f0a6f03be9	6
http://pathwaycommons.org/pc2/Protein_121161463d71e4885c0e6cad8ef5d01c	21172
http://pathwaycommons.org/pc2/Complex_c80b5520136f9d79e83d1c87d0b2a27d	22707
http://pathwaycommons.org/pc2/Protein_3dbb3f9a29f48944ac657b2431f863a0	61
http://pathwaycommons.org/pc2/Protein_f205dbb28c89d73e8cae40fc7bacbd64	13
http://pathwaycommons.org/pc2/Protein_8a154bce75516c0c934122afb7c827fc	22369
http://pathwaycommons.org/pc2/Protein_67d3d56aaab2fe105472af504a044144	11
http://pathwaycommons.org/pc2/Protein_85950fe6ce454cb1f01a49bc8645e244	23209
http://pathwaycommons.org/pc2/Protein_224570987440e0e67480c9f0ab953143	21500
http://pathwaycommons.org/pc2/Complex_b87aec528525a9c770a1216e423b1603	11
http://pathwaycommons.org/pc2/PhysicalEntity_ed0854a645b43ba84ba4b94c8e6cdbec	1840
http://pathwaycommons.org/pc2/Protein_4b5433c58afc202427d158714869d81b	18500
http://pathwaycommons.org/pc2/Complex_cd9d073ef6d8b7f1eb1d646c1d81f5fd	22023
http://pathwaycommons.org/pc2/Protein_3e8f3c7039cd40d554a231c7d66aac54	22735
http://pathwaycommons.org/pc2/Complex_944fae10975de583856d58be75f6393e	1
http://pathwaycommons.org/pc2/Protein_0fe9ec4a279ec4a65fc7fe2a1f11ad10	20432
http://pathwaycommons.org/pc2/Protein_ed839ca2706cd0ef920783d0b3ec41ca	13
http://pathwaycommons.org/pc2/SmallMolecule_83673868a7e166ae55f04b2a2385a3f5	23401
http://pathwaycommons.org/pc2/Complex_dc83d67cf0f3a3900d4e00e9110984fa	3
http://pathwaycommons.org/pc2/Protein_d4b342fe48fe649c4245b30c8cd83d32	4
http://pathwaycommons.org/pc2/Protein_3e8fe64251c2a396d3405e8e651e4c9d	3
http://pathwaycommons.org/pc2/Protein_8fd50ba299341143cc81ddbc5708c143	23233
http://pathwaycommons.org/pc2/Protein_762505317259044f5840d8fc93444439	23273
http://pathwaycommons.org/pc2/Protein_9408fc216e6f6ba326d8dc285baf58c7	23240
http://pathwaycommons.org/pc2/Protein_3a8bfe9401e8a8b45e92a4870624ae5e	5156
http://pathwaycommons.org/pc2/Protein_b833f4440eca4290f53cd83543ecb022	19273
http://pathwaycommons.org/pc2/Protein_bff78997212b4753c039df97b8d12c72	19523
http://pathwaycommons.org/pc2/Protein_d859a12d300517141a44f1c209834e5b	1554
http://pathwaycommons.org/pc2/Protein_5d31abf0e05148c9b562459b4a5f7168	3
http://pathwaycommons.org/pc2/PhysicalEntity_287ace48abbc154d921f1a27de61efe3	23220
http://pathwaycommons.org/pc2/Complex_b09d35c771144b6a4848f91703b1e3d8	1
http://pathwaycommons.org/pc2/Complex_ab4abd164712bf763ed375050ca3004a	23218
http://pathwaycommons.org/pc2/Protein_c1c2b0fb2122aba62fcc1d79c8e148eb	12946
http://pathwaycommons.org/pc2/Protein_a2263f83feb85f6d799e30c1894c3246	3
http://pathwaycommons.org/pc2/Complex_bc8efa83482a25591caf7e3036159f4a	1
http://pathwaycommons.org/pc2/Complex_775689e7fbe46c0ccaa3ca084e185f34	8
http://pathwaycommons.org/pc2/Complex_6be61a41588e9d19432304a096eb8e5f	23218
http://pathwaycommons.org/pc2/Protein_202e29f762137050494006edea06a7d6	22595
http://pathwaycommons.org/pc2/Protein_ea1f41e92dc561d0aaf5997e845431d1	22016
http://pathwaycommons.org/pc2/Protein_cac07418e4ecb607810359438f9f85cf	22602
http://pathwaycommons.org/pc2/Dna_61a44921d116c2556fabbeae8a2406ba	8264
http://pathwaycommons.org/pc2/Complex_f05af92a910482e37c2612c0f17b7e40	2
http://pathwaycommons.org/pc2/Protein_f06678db14b5e317aebe063e9b338e0a	24
http://pathwaycommons.org/pc2/Complex_9dc27cc1c4eff65e1bf4a22a7dc8ac57	1
http://pathwaycommons.org/pc2/Protein_a625e555d1e69dcfa5373eb03f237e28	23264
http://pathwaycommons.org/pc2/Protein_396d94d23599d04cc428ace030138646	23221
http://pathwaycommons.org/pc2/Protein_96420def316b5b1d6f676a287612f148	2
http://pathwaycommons.org/pc2/Complex_bea1b0c4ae07e8cdfd70d5afd12f6ca1	731
http://pathwaycommons.org/pc2/Protein_a75613fa3778c7458a62ddbc65b38da4	23235
http://pathwaycommons.org/pc2/Complex_49bb72d930222a661ad3ad0bfdaee36c	5
http://pathwaycommons.org/pc2/Protein_408c5027e9119ea55830c2a32052ae4f	23324
http://pathwaycommons.org/pc2/Protein_c7939b51bfe3e1f5208e6581df4a4146	2
http://pathwaycommons.org/pc2/Protein_7ad961eee98e9f75c273a101129fdf14	23181
http://pathwaycommons.org/pc2/Protein_e8b27dbbde21cdbf322f2f2656915407	5
http://pathwaycommons.org/pc2/Protein_c6df7cae100a0eb7e983cab9c4600f23	3
http://pathwaycommons.org/pc2/Protein_9645c6bd5c67115d295fc6123c7ca5f1	23115
http://pathwaycommons.org/pc2/Protein_67918fc6b9477b0f44146147ff38ddc9	41
http://pathwaycommons.org/pc2/Complex_0939e68d186ba7e48a2cebcd7c2725c2	21117
http://pathwaycommons.org/pc2/Protein_3f33450a3b60b427230de7634f1454d2	6
http://pathwaycommons.org/pc2/Protein_d5c44257f979277ed54ced292bd0bb68	4
http://pathwaycommons.org/pc2/Complex_5026f72ff47a118eb201f52ffbaea964	1
http://pathwaycommons.org/pc2/Protein_8b43b42e4ef308be86a0d39cef08a955	55
http://pathwaycommons.org/pc2/Complex_269c3717c6cc762a4e04e9abcb07b084	4
http://pathwaycommons.org/pc2/Protein_5ba071e6c7f864adb126d64ef04185df	22613
http://pathwaycommons.org/pc2/Protein_5e560577b9dde11223d8e670377fa453	23232
http://pathwaycommons.org/pc2/Protein_c685bb570a42bf08c10234c4b9780c9a	17857
http://pathwaycommons.org/pc2/SmallMolecule_d4393eff942bf4c7ed5cd97599fd82e5	21927
http://pathwaycommons.org/pc2/Protein_125befb185efbdcbb1e8875759ff8ed4	22698
http://pathwaycommons.org/pc2/Protein_e158c7796e5df7a69bf84fd6839c6e85	24769
http://pathwaycommons.org/pc2/Complex_273bbe9cf9bb2faacad5adc9bc1da451	22301
http://pathwaycommons.org/pc2/Complex_3d56c9cb8a3453f56a53dccd3f61c3cc	7
http://pathwaycommons.org/pc2/Complex_3ba697f4f396c0d3c76ead5418ec7c05	22582
http://pathwaycommons.org/pc2/Complex_7ec8dbe61d474ee3cfe2244af15ef13c	1
http://pathwaycommons.org/pc2/Protein_773ffa1910e2f53be092725f2a360d98	4
http://pathwaycommons.org/pc2/SmallMolecule_8a370a68b356595562e86140b6d10f20	21318
http://pathwaycommons.org/pc2/Complex_97489d39d45187b1db8d5cca1e359886	4
http://pathwaycommons.org/pc2/Protein_744c67d07fcd97664c28f618a5915f1c	4
http://pathwaycommons.org/pc2/Protein_dc8b8dca52227cbc1af6a19726ea2728	0
http://pathwaycommons.org/pc2/SmallMolecule_afdab6f0915d6e21b731132075227628	4
http://pathwaycommons.org/pc2/Protein_13d77ec15a4481e3c3da485729ebd391	2
http://pathwaycommons.org/pc2/Protein_b35b6074c0c3687c8a98f489fa9474fd	23113
http://pathwaycommons.org/pc2/SmallMolecule_e95cd21ad1c6abd2483d3d449db44baf	23450
http://pathwaycommons.org/pc2/Protein_9a3043077801b913256db5662e1e996d	23224
http://pathwaycommons.org/pc2/Complex_eb79e23abd6e6387bbff150b7c63bffa	23009
http://pathwaycommons.org/pc2/Dna_8f9320c68d4bcde895e021fedd219701	9
http://pathwaycommons.org/pc2/Protein_14e1f45deee7911af5c121293e0c41cb	23205
http://pathwaycommons.org/pc2/Complex_bd8705f021a4282a40a24dab7e5c9197	23207
http://pathwaycommons.org/pc2/Protein_1ba239ffec590c52d0d29ca6492420b5	23258
http://pathwaycommons.org/pc2/Complex_2737ff91ac34ee2d8bafb39c3b147495	1
http://pathwaycommons.org/pc2/Complex_dc43aeda00f0403b57b181693246a860	1
http://pathwaycommons.org/pc2/Complex_9bd4999f7e76d7acb6365a64be9ab1cc	23215
http://pathwaycommons.org/pc2/Protein_4fcb4c2cbf92f9515f55aa9011bb4c3b	81
http://pathwaycommons.org/pc2/Dna_0bc16df24a5cd7546826222e5a3bc0e2	4
http://pathwaycommons.org/pc2/Protein_b4ab8e27938511e87d149c959db8d409	17339
http://pathwaycommons.org/pc2/Protein_76953cdd7b6ec07edd95dd36134f32b1	0
http://pathwaycommons.org/pc2/Complex_b0d949347951b448dbe3be5249d6beb4	19734
http://pathwaycommons.org/pc2/Protein_7575aa440aeb7ee32356e88d291db33b	17862
http://pathwaycommons.org/pc2/Protein_6fce9f8861ec1c28d0b67cb675114bcb	23226
http://pathwaycommons.org/pc2/Protein_70db051650955deb706b8f46aca39b36	20
http://pathwaycommons.org/pc2/Protein_0bc255cfa1f0ae7d6c58e151a3667987	20304
http://pathwaycommons.org/pc2/Complex_546cf9bb1a1bce0244df669a6bf3f61b	21125
http://pathwaycommons.org/pc2/SmallMolecule_97650ec192f12c4ab5f33b8af07b2694	21503
http://pathwaycommons.org/pc2/Protein_6a829a2e017b50fdeb86310c9afad7ef	22936
http://pathwaycommons.org/pc2/PhysicalEntity_c8d6e85e4123d78ff829a522ff0bacc0	6
http://pathwaycommons.org/pc2/Protein_6b532d017b56f6f84560ffe7bb6c7de1	23229
http://pathwaycommons.org/pc2/Protein_938139783991fa343823a5c143bbba9c	2
http://pathwaycommons.org/pc2/Protein_b0bc5d0748edb9d61426d668f94b7870	22655
http://pathwaycommons.org/pc2/Protein_8c804c216c287be00db888014fda6a91	21
http://pathwaycommons.org/pc2/Protein_6de7b6e9dff16d57c1e5222fa6675d05	374
http://pathwaycommons.org/pc2/Complex_90fc244f74965586ad22103c37079634	5
http://pathwaycommons.org/pc2/Protein_9c2be4bb7201321ce3ff86881e425cbf	12
http://pathwaycommons.org/pc2/Protein_387211c1fa74bc9d16b449415779cf69	23293
http://pathwaycommons.org/pc2/Complex_2ad02d008b6e6f0331ffece03c4950ef	23215
http://pathwaycommons.org/pc2/Protein_6fe36cebe5fa9597af17f03c8ff92c92	52
http://pathwaycommons.org/pc2/Protein_846d819e4a5f674306366a5e25e3abd0	23262
http://pathwaycommons.org/pc2/Complex_8d0984c9dc823f8a4584410be458e812	23263
http://pathwaycommons.org/pc2/Protein_85622bf2fc4dc8c058146c33ee016ffd	37
http://pathwaycommons.org/pc2/Protein_b9f5bc23977450ca5bcbbc4d5538130c	18125
http://pathwaycommons.org/pc2/Protein_7516e49e8652a811384087e9b9fdc1ba	22359
http://pathwaycommons.org/pc2/Complex_10f04ccdd5a07b1969a3f53be586cdca	23459
http://pathwaycommons.org/pc2/Complex_ce05f8c94534dcefb15306cd8ab7e76f	23204
http://pathwaycommons.org/pc2/Protein_6546db9dbea5fa5ea58c25f7f980db26	23206
http://pathwaycommons.org/pc2/Protein_de8100efd546b99617c30ae90cca81ff	3
http://pathwaycommons.org/pc2/Protein_7e27a81acf9b1179e6ba2dbf0351a216	18540
http://pathwaycommons.org/pc2/Rna_99e81a06919f76f1b79743ba80644f64	25
http://pathwaycommons.org/pc2/Protein_809e0ec0687005b9c115cf7d39bbfbc5	0
http://pathwaycommons.org/pc2/Complex_76fe7cd2618e2be218ae53dbd6e71918	23631
http://pathwaycommons.org/pc2/Protein_ab43ae1afc2cf49faad43fdd8059e311	213
http://pathwaycommons.org/pc2/Complex_18e4e86c8cdd01afed25fb29e242765b	343
http://pathwaycommons.org/pc2/SmallMolecule_cd963b4edf5de99c19374937894a9620	22003
http://pathwaycommons.org/pc2/Complex_cb0b7e3b4f384450b9937d35dcee31b3	22014
http://pathwaycommons.org/pc2/Complex_7e087509141bc15743e77e5f5874dacb	116
http://pathwaycommons.org/pc2/Protein_5b580b8bb77f39725fad37f382f50e47	12705
http://pathwaycommons.org/pc2/Protein_55ce79aa0528396a2c4b5bf1096d7019	7
http://pathwaycommons.org/pc2/SmallMolecule_9a5ffa78f1e6d78561982b8e2c240b04	22563
http://pathwaycommons.org/pc2/SmallMolecule_49b8544b2db97883108bb66d75321800	21379
http://pathwaycommons.org/pc2/Protein_5ef0bec32a88aff28e591a321a6abad7	21949
http://pathwaycommons.org/pc2/Complex_8e9cb9238c6b1bf93d026cac8d3941c1	23213
http://pathwaycommons.org/pc2/Protein_102c9363509a1be94b468b6be29b5f14	2
http://pathwaycommons.org/pc2/Complex_8fb4e2e14613dd471e87860017a4fbf3	1
http://pathwaycommons.org/pc2/PhysicalEntity_3abfa0631905f786da5e072b2aa8a621	426
http://pathwaycommons.org/pc2/Complex_e7e5831eaafe97679134db5891547547	1341
http://pathwaycommons.org/pc2/Protein_ad03e5239de73ade098cb36c10236f1e	22461
http://pathwaycommons.org/pc2/Protein_1ccbdaeeb61004784840e3cbb175435a	20
http://pathwaycommons.org/pc2/Complex_3a73ee5888d8ad7485da853bbca0414b	14
http://pathwaycommons.org/pc2/Protein_70073b226617681ad888a02b0428b5f1	0
http://pathwaycommons.org/pc2/Complex_f542502ee226c47693bad0903d6f2b9c	1
http://pathwaycommons.org/pc2/Complex_6835a34cdf53d2a132039eaaf08c43ee	1
http://pathwaycommons.org/pc2/Protein_1b05ef42564b2b2aa9afa3b4536ce899	25682
http://pathwaycommons.org/pc2/Protein_c1ece8529db4b96a89c3b631bf4c1b18	32
http://pathwaycommons.org/pc2/Protein_cafa8979862d37182b333e9070ff0bbc	19
http://pathwaycommons.org/pc2/Complex_c29184ef84eb1bcfd7431781484b6765	22586
http://pathwaycommons.org/pc2/Complex_0738942279dbe7abf47f4c3b310c768d	19882
http://pathwaycommons.org/pc2/Protein_92256e6c132523b00be6f0209f548ba0	22744
http://pathwaycommons.org/pc2/SmallMolecule_ff513ca1ed83f901d05f3db8b5b3f738	22629
http://pathwaycommons.org/pc2/Protein_b46933a77788a3fae73f304d5fcd15b0	6
http://pathwaycommons.org/pc2/Complex_7c1093f4471ad15fc3abbff885a90c22	21127
http://pathwaycommons.org/pc2/SmallMolecule_edf3a6bd0f45ca691fb813b6296371ee	0
http://pathwaycommons.org/pc2/Protein_98383f92c741899f5614a7c718692279	22288
http://pathwaycommons.org/pc2/Protein_9c759eebb7273dfd0522544b1158c557	18377
http://pathwaycommons.org/pc2/Protein_15ba278b71626c4205531381bc620fef	12
http://pathwaycommons.org/pc2/Protein_16bb44ff02bb2b3f088d7660eb5924bb	23281
http://pathwaycommons.org/pc2/Protein_1b2a65ce5997d4e6e00bd8710fedf93b	22345
http://pathwaycommons.org/pc2/Protein_b000c7f21c35f7801d968eb411a1951c	23420
http://pathwaycommons.org/pc2/Protein_8f082b0d378a5744978b59f574618ae9	22308
http://pathwaycommons.org/pc2/Protein_c8c3f1d13ddd31dc800111630a03f8f0	43
http://pathwaycommons.org/pc2/Complex_622a501800338a356e1c444cb974cb9c	23204
http://pathwaycommons.org/pc2/Protein_06e9fb663c399bc256fb2faf8b0adb38	21988
http://pathwaycommons.org/pc2/Protein_1be25803f0a80287b67bfaf907e8bf3d	44
http://pathwaycommons.org/pc2/Protein_210a248479c483829f09903352a4f190	22336
http://pathwaycommons.org/pc2/Protein_ed99a53e40f68472ff8e0bdbb8376159	6
http://pathwaycommons.org/pc2/Protein_26df7d80dc2a3b99cd4565f7b4cd33c9	23207
http://pathwaycommons.org/pc2/Complex_e8f932ebfdf58828c635139b1bffd3f9	1
http://pathwaycommons.org/pc2/Complex_37fac6dea98bb754cd18bd97d672d687	25
http://pathwaycommons.org/pc2/Protein_2e74462093bf7dec7a0c266aefd03ad7	22735
http://pathwaycommons.org/pc2/Complex_3db1f0fed65b89b3137e50cc1aa6a52a	23205
http://pathwaycommons.org/pc2/Protein_1f50db98e980b2925e2a63065777af6b	43
http://pathwaycommons.org/pc2/Protein_f62a34084213f384a98de62bf290f711	17862
http://pathwaycommons.org/pc2/Protein_5b566243a14943d8e7036a9206c6df47	22735
http://pathwaycommons.org/pc2/PhysicalEntity_f53f44bb6bf6833bc5fa9dd7e9b34d17	4
http://pathwaycommons.org/pc2/Protein_fd1757e85bcd03391b89efae3b7690ef	23937
http://pathwaycommons.org/pc2/SmallMolecule_39c13a2eed18a1488bb0430892a57c02	23264
http://pathwaycommons.org/pc2/Protein_e00b3665ee65f6a1272fac54b938a64d	30
http://pathwaycommons.org/pc2/Rna_35d97c092f61c8e685bf518cd54a2ce0	23894
http://pathwaycommons.org/pc2/Complex_ce9b843e4b17eca886b43fa64f445ee4	23212
http://pathwaycommons.org/pc2/Protein_60ef7a80e6e2f1e8db5f1e85f3070af6	2
http://pathwaycommons.org/pc2/Protein_856d60aed41dec7de9bd1e75b76c966f	51
http://pathwaycommons.org/pc2/Protein_8da8a4bf6559679a08b94042ed987263	11
http://pathwaycommons.org/pc2/Protein_e0e28badab66b675b829c3e7999ffd50	23258
http://pathwaycommons.org/pc2/Protein_99ac579bf14efaca6c30384b8f43505a	23691
http://pathwaycommons.org/pc2/Protein_8173b94d4449ea69ec82e158726f713e	19557
http://pathwaycommons.org/pc2/Protein_37f3735cc440ea0d7a511a647c40b282	22729
http://pathwaycommons.org/pc2/Protein_a37db18576f2d041b5db761b413e26a6	23660
http://pathwaycommons.org/pc2/Complex_10b6239be449aeeff109c351293bc24b	23594
http://pathwaycommons.org/pc2/Protein_fe6cd79ec720198e9c24885b6d4ee6db	4
http://pathwaycommons.org/pc2/Protein_40b1bd290bfdbedd240b39bd57f4ce16	16
http://pathwaycommons.org/pc2/SmallMolecule_01f7cc3c91828409efbb0a8d6e83ae34	23222
http://pathwaycommons.org/pc2/SmallMolecule_b78c6d9d960b9f6c5e3350de85ebebc4	23210
http://pathwaycommons.org/pc2/Protein_2b2a3b0dc22ceaeee4382aed1b156896	2
http://pathwaycommons.org/pc2/Protein_d6fd2a236b7aa60baf86bf0daa1f361d	4
http://pathwaycommons.org/pc2/PhysicalEntity_529b53ae3b5f3263fbbae4cc52dcbfde	23202
http://pathwaycommons.org/pc2/Complex_c8660db8be50aa2f55832992defb32b3	22765
http://pathwaycommons.org/pc2/PhysicalEntity_2fc20e237312ba36944cfd240244ebdd	3
http://pathwaycommons.org/pc2/Complex_2b46ebad4f9cd7d6e62647a906c93fce	3
http://pathwaycommons.org/pc2/PhysicalEntity_3d06f45a130a2a89691768fbd403df0e	35
http://pathwaycommons.org/pc2/Protein_2a2ec0e46db0cec08d6f2b0dad1c5fe4	109
http://pathwaycommons.org/pc2/Complex_19fb8e4ce134c6b8c9aa9b2464427382	22710
http://pathwaycommons.org/pc2/Complex_f2e235b758fc3b83bd950e9d1ab18a5c	3
http://pathwaycommons.org/pc2/Complex_a4ea84e804718bfa18cc9cda46c60753	5
http://pathwaycommons.org/pc2/Protein_152f502a7a663a1aee555e01933d971d	19951
http://pathwaycommons.org/pc2/Complex_a6ddeba77f393b456fafdd24712f9aa8	22337
http://pathwaycommons.org/pc2/Protein_03ce455f6c4d9213f5a555a353415c0c	23239
http://pathwaycommons.org/pc2/Complex_563529e622cb6a2242290b6a51f6877b	23206
http://pathwaycommons.org/pc2/Complex_38528ae6cabdd6e894ffebc90c2385c1	21136
http://pathwaycommons.org/pc2/Protein_983ea40f8fb4c6e2008b1df8a7fa7596	41
http://pathwaycommons.org/pc2/Protein_9caf7d1f8c8dac0c5e77f230d535baae	2
http://pathwaycommons.org/pc2/Protein_06c26eeaebe2b997ea5f2794ce434ce3	19586
http://pathwaycommons.org/pc2/Protein_d3cd69ae9356f2ab315f39e1137a8ca7	43
http://pathwaycommons.org/pc2/Protein_09456003859187f524948428be8c6982	22665
http://pathwaycommons.org/pc2/Protein_48128a6aec0ce2046ea41446b0cddd24	2
http://pathwaycommons.org/pc2/Protein_4e20da09f5967840c2f37148e4f96c2f	23430
http://pathwaycommons.org/pc2/Protein_27cbca26a8d02d2890f805be89c39eee	3
http://pathwaycommons.org/pc2/Complex_6e342b4d47748231ad4883543866f14d	23
http://pathwaycommons.org/pc2/Protein_9ace32a5a1d5fa1e9883197e34c97b99	19900
http://pathwaycommons.org/pc2/Complex_1d968e47d3426910e81f473dd48e0158	23205
http://pathwaycommons.org/pc2/Protein_0ee01a8b291c2bd214176ba4ffe5a7d9	6
http://pathwaycommons.org/pc2/Dna_1d60c5ea3c86b4371ebe25b869c28d72	21133
http://pathwaycommons.org/pc2/Protein_1748fc621cdaa11717d37878452eeef9	4
http://pathwaycommons.org/pc2/Protein_bb309209d5267f1eed5d663055b54510	32
http://pathwaycommons.org/pc2/Complex_118374bd86911796973b7e986aaa3944	23544
http://pathwaycommons.org/pc2/Protein_72ef705f96f9d53b0ea3a659f062d29d	23234
http://pathwaycommons.org/pc2/Complex_15caf6849c049ca58fe81334172dd2b2	1
http://pathwaycommons.org/pc2/Complex_ebef0a5d70f8526d6bb40a76994e5c90	23212
http://pathwaycommons.org/pc2/Protein_ed940885b51f33c934f8c375622b07a9	3
http://pathwaycommons.org/pc2/Complex_23a7e4cdfc37c62978f508c3d3be07c5	22338
http://pathwaycommons.org/pc2/Complex_e8550ee397cfbfb8dd4b9ee425761b8e	22691
http://pathwaycommons.org/pc2/Protein_9b9e52c4534be52c79fc983137a283ff	22589
http://pathwaycommons.org/pc2/Complex_be6907f9a04f897ec0accd180617e32f	7
http://pathwaycommons.org/pc2/PhysicalEntity_cbf047239f72ae164ac510bd20c9d663	4
http://pathwaycommons.org/pc2/Complex_31cac8a708b1d3989f1c841748af22fc	23216
http://pathwaycommons.org/pc2/Complex_d841eb65ed5a5762190deafbbdc98667	1898
http://pathwaycommons.org/pc2/Protein_db0e21ce67e29a4056386593366b6f57	16169
http://pathwaycommons.org/pc2/SmallMolecule_8884c6074449cc1850a45257a546d02b	23216
http://pathwaycommons.org/pc2/Complex_bbd6c359b0e6a3e7bf4db915de53ed31	1
http://pathwaycommons.org/pc2/Protein_2777452f05cd1c40ee774437f8ee5bda	21245
http://pathwaycommons.org/pc2/Protein_eed1d230beb817e41784184f224ccfcb	19556
http://pathwaycommons.org/pc2/Protein_30d8c64d65ac3e8d899f47fb99896c0a	3
http://pathwaycommons.org/pc2/Complex_3c572ec5fd5c2a1598d5ebcd8a80454f	23200
http://pathwaycommons.org/pc2/Complex_c9a56175a466d5d9f8b9ce1e4b4a239e	22576
http://pathwaycommons.org/pc2/Protein_3477dd0660cc8e237281084b231cb5b3	213
http://pathwaycommons.org/pc2/Complex_9bda1458042137579718b2af513d0940	23303
http://pathwaycommons.org/pc2/Protein_c1fe48fc82136b4231ff3be40873acff	1356
http://pathwaycommons.org/pc2/Complex_20d8bf9a1187a53140eac43cefd79344	22756
http://pathwaycommons.org/pc2/Complex_293cf085f3e8a452524a5810081e7d14	21382
http://pathwaycommons.org/pc2/Protein_3ab6bf933512a9e4c03fa708e581365c	22353
http://pathwaycommons.org/pc2/Protein_41a90f5ce33b3d3c28b6cd51570c5870	19540
http://pathwaycommons.org/pc2/Complex_90ce9b31db10b58599eb8bc267de718e	21
http://pathwaycommons.org/pc2/Protein_54644eb67987c9813e60f0e3af317e5e	23092
http://pathwaycommons.org/pc2/Complex_e62e68fc8e1f949ba794744558069970	3
