#Tail	Head	PosReg	NegReg	ID
http://pathwaycommons.org/pc2/Complex_2f4a4c1aa45832d17adcac3f5de2c802;http://pathwaycommons.org/pc2/Complex_bdf995682d649146e0bd56a61eaa3ebb	http://pathwaycommons.org/pc2/Complex_a4b2851394e7d1e339c1a5fe606f90a4	None	None	http://identifiers.org/reactome/R-HSA-141691
http://pathwaycommons.org/pc2/Complex_2f4c79059e0e8eac24d755fff805dd41;http://pathwaycommons.org/pc2/SmallMolecule_87b29f216b5c02e2242a0e2465609485	http://pathwaycommons.org/pc2/Complex_2def2a6379efb3e973a202f6c0e517b8;http://pathwaycommons.org/pc2/SmallMolecule_ef1f6d733a8d537c61a9df35f90c1e99	http://pathwaycommons.org/pc2/Complex_27813779b8c3f0c35c6e0c566ff7e727	http://pathwaycommons.org/pc2/Protein_74747f05f981cc97792de1d6c244071d	http://identifiers.org/reactome/R-HSA-419232
http://pathwaycommons.org/pc2/Complex_2f581a13fab5eea598d101b9f69bc799;http://pathwaycommons.org/pc2/Protein_fa92e525bc3eb51cffd7786a1f19e317	http://pathwaycommons.org/pc2/Complex_8289601651e6bba9951a197c3e253403	http://pathwaycommons.org/pc2/Protein_447fe7826bebd7c69214e839afe94af0	None	http://identifiers.org/reactome/R-HSA-2900765
http://pathwaycommons.org/pc2/Complex_2f5faab216a760cca1f7ec90cce1c699;http://pathwaycommons.org/pc2/SmallMolecule_d4997fadf0da73f4e01b3fbae639f1e0	http://pathwaycommons.org/pc2/Complex_ea982a4fac65874622130d5370a174e4;http://pathwaycommons.org/pc2/SmallMolecule_bdc306107e5d72faf9357799185031ed	http://pathwaycommons.org/pc2/Complex_2f5faab216a760cca1f7ec90cce1c699	None	http://identifiers.org/reactome/R-HSA-5682598
http://pathwaycommons.org/pc2/Complex_2f6882b6e553152895588010753a3047;http://pathwaycommons.org/pc2/Dna_ac82e76db79e87f0b0a3d017b5cc0ce2	http://pathwaycommons.org/pc2/Complex_46b90842e7bb52246df86701afd27b09	None	http://pathwaycommons.org/pc2/Complex_f55a91335568e2363e2eac46244e0a03	http://identifiers.org/reactome/R-HSA-8951695
http://pathwaycommons.org/pc2/Complex_2f71d0267fc04823a6d2a677a631ab2b;http://pathwaycommons.org/pc2/SmallMolecule_f867b749a6bbdff3cbe2a0a66f110c3c	http://pathwaycommons.org/pc2/PhysicalEntity_89e89e10887c23dedaf2a79cab0e63b6;http://pathwaycommons.org/pc2/Protein_2518bbf762c3d4a89144871713aa9753;http://pathwaycommons.org/pc2/SmallMolecule_338b964744318e5ab77644623adb34df	http://pathwaycommons.org/pc2/Protein_2f4e0bd083eca25bab0544c332cbc5f0	None	http://identifiers.org/reactome/R-HSA-5218916
http://pathwaycommons.org/pc2/Complex_2f782fcea4a16397c8c2f667584258f0;http://pathwaycommons.org/pc2/SmallMolecule_f867b749a6bbdff3cbe2a0a66f110c3c	http://pathwaycommons.org/pc2/Complex_94e8e070655c10cfb80a12421fa19d55;http://pathwaycommons.org/pc2/SmallMolecule_338b964744318e5ab77644623adb34df	http://pathwaycommons.org/pc2/Complex_d5002a9d0a4608c55f8f96fbb9ad18bd	None	http://identifiers.org/reactome/R-HSA-5679205
http://pathwaycommons.org/pc2/Complex_2f83e8f88e9d64530b72e51e488ceb55;http://pathwaycommons.org/pc2/Protein_f1ece5772214ebce225feb7c9500f1fd	http://pathwaycommons.org/pc2/Complex_2e02f9b513ec24677a77e726237001f8	None	None	http://identifiers.org/reactome/R-HSA-5626228
http://pathwaycommons.org/pc2/Complex_2f87db21f7c9edb6c86ea6b6f2cfbb5d;http://pathwaycommons.org/pc2/Protein_fa92e525bc3eb51cffd7786a1f19e317	http://pathwaycommons.org/pc2/Complex_60a7d7e7352747e29f7c4012542b71c2;http://pathwaycommons.org/pc2/Complex_c908db023bc312b97699264984f00600	http://pathwaycommons.org/pc2/Complex_2f87db21f7c9edb6c86ea6b6f2cfbb5d	None	http://identifiers.org/reactome/R-HSA-183084
http://pathwaycommons.org/pc2/Complex_2f89a592bdfa54a67572180487632441;http://pathwaycommons.org/pc2/Protein_a889097cacd83270106135321d335221	http://pathwaycommons.org/pc2/Complex_416371efc6af99bf89cdc01e510ad7b8;http://pathwaycommons.org/pc2/Protein_cd090517294b6fb4996a1c913cd0c675	None	None	http://identifiers.org/reactome/R-HSA-8850560
http://pathwaycommons.org/pc2/Complex_2f9ece2ee9318d978fd979fda2d25032	http://pathwaycommons.org/pc2/Complex_e83460640553188a1e32743bb18bd29f	None	None	http://identifiers.org/reactome/R-HSA-5244402
http://pathwaycommons.org/pc2/Complex_2fa9b26334e04c478766fc7f66ae9893;http://pathwaycommons.org/pc2/Complex_493233304669ef89476c64ffc9bcf031;http://pathwaycommons.org/pc2/Complex_4f1355a841aecba2e5a1cb99bf54d596	http://pathwaycommons.org/pc2/Complex_e8572da6e7a4a4a503a508f0dafa0275	http://pathwaycommons.org/pc2/Protein_411f3ac9e2dd36fddc25fed3b1b4f99b	None	http://identifiers.org/reactome/R-HSA-5626681
http://pathwaycommons.org/pc2/Complex_2fc1c1b2800d617b986287c597311380;http://pathwaycommons.org/pc2/Protein_6c3df8c6adf88269425462c61b8b3626	http://pathwaycommons.org/pc2/Complex_1e70ed03f854a38bca48db3ba77b7821	None	None	http://identifiers.org/reactome/R-HSA-6805022
http://pathwaycommons.org/pc2/Complex_2fd8e44e8556dff0d38a75ca96717239;http://pathwaycommons.org/pc2/Complex_4c6b51cfa17d4cf1bc040b7422b61d47;http://pathwaycommons.org/pc2/Protein_83ba9bd2d2c094b9e11ca9c8f43f4173;http://pathwaycommons.org/pc2/Protein_d2c863c41aad8617738852a0ebcc6e3c	http://pathwaycommons.org/pc2/Complex_4ddda16afaf96b3f70d23cf74f0da238;http://pathwaycommons.org/pc2/Protein_d2c863c41aad8617738852a0ebcc6e3c	None	None	http://identifiers.org/reactome/R-HSA-156808
http://pathwaycommons.org/pc2/Complex_2fd8e44e8556dff0d38a75ca96717239;http://pathwaycommons.org/pc2/Complex_ab92b9a823f71178ba0d490855ad09e4;http://pathwaycommons.org/pc2/Protein_d2c863c41aad8617738852a0ebcc6e3c	http://pathwaycommons.org/pc2/Complex_8b3473122a3481dcd20577c07626804d;http://pathwaycommons.org/pc2/Protein_d2c863c41aad8617738852a0ebcc6e3c	None	None	http://identifiers.org/reactome/R-HSA-157849
http://pathwaycommons.org/pc2/Complex_2fef7f409348ec6be1a5f3b2207cc906	http://pathwaycommons.org/pc2/Complex_2dfea69450111cf72ac6a0da74138e74;http://pathwaycommons.org/pc2/Complex_9ccbb5956fc97892166010b0da7dd81d;http://pathwaycommons.org/pc2/PhysicalEntity_78f01c5b4eaf0b99872d5d2e6db41755;http://pathwaycommons.org/pc2/Protein_c0c29eabf50083f968600094532fe5b1	None	None	http://identifiers.org/reactome/R-HSA-6803234
http://pathwaycommons.org/pc2/Complex_2ff0ffaa4225b1bfe25ad770a093ce74	http://pathwaycommons.org/pc2/Complex_90324c0ce2cce97ab506346668caa25a;http://pathwaycommons.org/pc2/Protein_1f8e58024a5a44551d60e5c33a161905	None	None	http://identifiers.org/reactome/R-HSA-8987230
http://pathwaycommons.org/pc2/Complex_2ff826b9bdf45dfc890980052a6666fd;http://pathwaycommons.org/pc2/SmallMolecule_d4997fadf0da73f4e01b3fbae639f1e0	http://pathwaycommons.org/pc2/Complex_200471d2e2278ecc02862973d1f78446;http://pathwaycommons.org/pc2/SmallMolecule_bdc306107e5d72faf9357799185031ed	http://pathwaycommons.org/pc2/Protein_c2f7691fb7ddb7e4e6de2dfc6ba45ba0	None	http://identifiers.org/reactome/R-HSA-170156
http://pathwaycommons.org/pc2/Complex_2ffc1d07cf0c0d4cdf2420c425919f90	http://pathwaycommons.org/pc2/SmallMolecule_76f055ac49e7e62470eb6a77456358b2	http://pathwaycommons.org/pc2/PhysicalEntity_e47380386369ef99438ee45423e61373	None	http://identifiers.org/reactome/R-HSA-3000243
http://pathwaycommons.org/pc2/Complex_301560845090f5d189f8c5c9590c36b2;http://pathwaycommons.org/pc2/Protein_225268fcb3042db25bc831e8b5e863a4	http://pathwaycommons.org/pc2/Complex_ee668c8e4b6effe58845b74fabe2210f	None	None	http://identifiers.org/reactome/R-HSA-3858482
http://pathwaycommons.org/pc2/Complex_3037679850d07ffb17f58c8d09df895a	http://pathwaycommons.org/pc2/Complex_f351e234963c586d46bf2b3d2483b9f8	None	None	http://identifiers.org/reactome/R-HSA-5634104
http://pathwaycommons.org/pc2/Complex_30483c157c3c4b1dbf83dc59144ef373;http://pathwaycommons.org/pc2/PhysicalEntity_3912e5307f99cc41f57486f66eff0c9a	http://pathwaycommons.org/pc2/Complex_33f84b96959a74e0778645dcf091e140	None	None	http://identifiers.org/reactome/R-HSA-388809
http://pathwaycommons.org/pc2/Complex_30531c9af5e77e8857d381f2a1b7760a	http://pathwaycommons.org/pc2/Complex_3e2fdb92202280a3b46415f9a5fd2a00	http://pathwaycommons.org/pc2/Complex_30531c9af5e77e8857d381f2a1b7760a	None	http://identifiers.org/reactome/R-HSA-451418
http://pathwaycommons.org/pc2/Complex_306fb8dcb80b89f04e1b8f1d1804d379	http://pathwaycommons.org/pc2/Complex_9ddc522b59384be430cb41ec4a161e96	None	None	http://identifiers.org/reactome/R-HSA-3928597
http://pathwaycommons.org/pc2/Complex_306fb8dcb80b89f04e1b8f1d1804d379;http://pathwaycommons.org/pc2/Complex_9ddc522b59384be430cb41ec4a161e96	http://pathwaycommons.org/pc2/PhysicalEntity_76b9a12ba866f14665a9113b67c4f565	None	None	http://identifiers.org/reactome/R-HSA-3928591
http://pathwaycommons.org/pc2/Complex_3079b155ab96e3a35c6049e6d1b45950;http://pathwaycommons.org/pc2/Complex_37d390871fe93dfc59a68bb705f16ce6;http://pathwaycommons.org/pc2/Protein_01b87cc557f07a390d72ae0c6ee9684c	http://pathwaycommons.org/pc2/Complex_cc4807de676b1d3a4900055fe65c880d	None	None	http://identifiers.org/reactome/R-HSA-8938829
http://pathwaycommons.org/pc2/Complex_30aefbfc355405b9657d3791f040f57d;http://pathwaycommons.org/pc2/PhysicalEntity_dc40d616757cef9086eb98e5e2721953;http://pathwaycommons.org/pc2/Protein_281c8d8faa5781eb2e0cb8d0fdfe37f0;http://pathwaycommons.org/pc2/Protein_8aa4090d08dd08c03d19cc576fd8d760	http://pathwaycommons.org/pc2/Complex_85279f505cc4f22df2a6c0ed26c027b9	None	None	http://identifiers.org/reactome/R-HSA-83791
http://pathwaycommons.org/pc2/Complex_30bd905da3c432e783b9fefa3d3bf22c;http://pathwaycommons.org/pc2/Protein_0c7dc2318afb86d159f6d45207038434	http://pathwaycommons.org/pc2/Complex_9703f435df99f31855c36a4299d3ad1a	None	None	http://identifiers.org/reactome/R-HSA-265424
http://pathwaycommons.org/pc2/Complex_30d9f6044c4135cd855124bd59d5af65;http://pathwaycommons.org/pc2/SmallMolecule_f867b749a6bbdff3cbe2a0a66f110c3c	http://pathwaycommons.org/pc2/Complex_2623a0229c9317c270664473d144049e;http://pathwaycommons.org/pc2/SmallMolecule_338b964744318e5ab77644623adb34df	http://pathwaycommons.org/pc2/Complex_30d9f6044c4135cd855124bd59d5af65	None	http://identifiers.org/reactome/R-HSA-873919
http://pathwaycommons.org/pc2/Complex_3108321997538dacae3a6ca5bfeb7d52;http://pathwaycommons.org/pc2/SmallMolecule_f867b749a6bbdff3cbe2a0a66f110c3c	http://pathwaycommons.org/pc2/Complex_f1906cb149e85f350a102afba9d8b513;http://pathwaycommons.org/pc2/SmallMolecule_338b964744318e5ab77644623adb34df	http://pathwaycommons.org/pc2/Complex_3108321997538dacae3a6ca5bfeb7d52	None	http://identifiers.org/reactome/R-HSA-5218640
http://pathwaycommons.org/pc2/Complex_311136f62da6a3587e3483516ab187cb;http://pathwaycommons.org/pc2/SmallMolecule_fab9b2c66f16383bcb870291e90bc1dc	http://pathwaycommons.org/pc2/Complex_d105acc8c01b4dc4517658a4b826c85e;http://pathwaycommons.org/pc2/Complex_f6b6657bac629eb442e0f0c71b4b2c8f;http://pathwaycommons.org/pc2/SmallMolecule_88f65996ba93aba51ea2aa6144bd6f79	http://pathwaycommons.org/pc2/Complex_d105acc8c01b4dc4517658a4b826c85e	None	http://identifiers.org/reactome/R-HSA-72722
http://pathwaycommons.org/pc2/Complex_311e540922914e29fc2ed1f275811a4b;http://pathwaycommons.org/pc2/Protein_caf61b96f1572626d1919b5edda5076f	http://pathwaycommons.org/pc2/Complex_2997300964d4664ca0f96f72fb77af6d	None	None	http://identifiers.org/reactome/R-HSA-3215426
http://pathwaycommons.org/pc2/Complex_312bb13814cd78f4ea1990e3e16d1f35	http://pathwaycommons.org/pc2/Protein_f9460bc4b477a87e221f743fe938604a;http://pathwaycommons.org/pc2/SmallMolecule_8cd1d3bb69c82341c3772d950c4d3a61	None	None	http://identifiers.org/reactome/R-HSA-8960973
http://pathwaycommons.org/pc2/Complex_313f4b9b252af53170da51dc75d3674d	http://pathwaycommons.org/pc2/Complex_feb80a491782a6430385ac1bed4b0aa2	None	None	http://identifiers.org/reactome/R-HSA-193691
http://pathwaycommons.org/pc2/Complex_313f4b9b252af53170da51dc75d3674d	http://pathwaycommons.org/pc2/Complex_feb80a491782a6430385ac1bed4b0aa2	None	None	http://identifiers.org/reactome/R-HSA-2730894
http://pathwaycommons.org/pc2/Complex_313f4b9b252af53170da51dc75d3674d;http://pathwaycommons.org/pc2/Protein_0936d03ea3663f7d778bf4fd39ecf62e;http://pathwaycommons.org/pc2/Protein_162427b5f7470a37bbf25350462188e9	http://pathwaycommons.org/pc2/Complex_ed888a05d5224783e89d7d19a96a32eb	None	None	http://identifiers.org/reactome/R-HSA-193700
http://pathwaycommons.org/pc2/Complex_315653e17a8713a421193fb97d1d84f5	http://pathwaycommons.org/pc2/Complex_880e85713baeb67b4acc70ed654f2ffa;http://pathwaycommons.org/pc2/Protein_6fa5281510ccaa01026cdb602e5d697f	http://pathwaycommons.org/pc2/Complex_ab19641e23f13cbeef7cbf68e9486aef	None	http://identifiers.org/reactome/R-HSA-166817
http://pathwaycommons.org/pc2/Complex_315653e17a8713a421193fb97d1d84f5	http://pathwaycommons.org/pc2/Complex_880e85713baeb67b4acc70ed654f2ffa;http://pathwaycommons.org/pc2/Protein_6fa5281510ccaa01026cdb602e5d697f	http://pathwaycommons.org/pc2/Complex_b0d949347951b448dbe3be5249d6beb4	None	http://identifiers.org/reactome/R-HSA-183130
http://pathwaycommons.org/pc2/Complex_315653e17a8713a421193fb97d1d84f5;http://pathwaycommons.org/pc2/SmallMolecule_0b7d5bb11cf87c0afa8dbdc6de389e9b	http://pathwaycommons.org/pc2/Complex_fd20727f5d00cccb61011a85e1f2d7f4	None	None	http://identifiers.org/reactome/R-HSA-173739
http://pathwaycommons.org/pc2/Complex_315a45a3496494a00e9063b0073dc368	http://pathwaycommons.org/pc2/Complex_25e2a64113c4e8b865180d92d516889c	http://pathwaycommons.org/pc2/Complex_315a45a3496494a00e9063b0073dc368	None	http://identifiers.org/reactome/R-HSA-5690990
http://pathwaycommons.org/pc2/Complex_3165432028521be8f1bedf5430174d84	http://pathwaycommons.org/pc2/Complex_3c3a461741504753553d00e1b40a5e04	None	None	http://identifiers.org/reactome/R-HSA-174491
http://pathwaycommons.org/pc2/Complex_3177c97899ae28fcb27056b4ccbfcbbb	http://pathwaycommons.org/pc2/Complex_7dda885e4819a49d53df89d10b91c0a5;http://pathwaycommons.org/pc2/Complex_e11529e2c8e658910dfb64901629170c	None	None	http://identifiers.org/reactome/R-HSA-2197690
http://pathwaycommons.org/pc2/Complex_318c5b66ef156d922df843166cbb1ea0;http://pathwaycommons.org/pc2/SmallMolecule_f867b749a6bbdff3cbe2a0a66f110c3c	http://pathwaycommons.org/pc2/Complex_d2f3baf6d3b459fc3af8ea776eaaed05;http://pathwaycommons.org/pc2/SmallMolecule_338b964744318e5ab77644623adb34df	http://pathwaycommons.org/pc2/Complex_318c5b66ef156d922df843166cbb1ea0	None	http://identifiers.org/reactome/R-HSA-8857555
http://pathwaycommons.org/pc2/Complex_31b1a24eb19b0a071c58fce7fb9699d0	http://pathwaycommons.org/pc2/Complex_61b6b2b00455cd82c1ffb40b32abbe94;http://pathwaycommons.org/pc2/SmallMolecule_9806f9f5c0c65a6a03a899b3caaa136f	http://pathwaycommons.org/pc2/Complex_31b1a24eb19b0a071c58fce7fb9699d0	None	http://identifiers.org/reactome/R-HSA-110215
http://pathwaycommons.org/pc2/Complex_31b9af9cb961bc20b09ea6bc4679d073;http://pathwaycommons.org/pc2/Complex_70ee3c073700615c8393a97a054f1c95	http://pathwaycommons.org/pc2/Complex_acabc2c87602474ad4fc233314f01569	None	None	http://identifiers.org/reactome/R-HSA-6810937
http://pathwaycommons.org/pc2/Complex_31bf38ff84abd5af0a9af50322ab1708;http://pathwaycommons.org/pc2/Complex_3bd149799fcaeae653e1f1f94e8a2898	http://pathwaycommons.org/pc2/Complex_6b4dcd8192821fd63c14235fbaf5d0e6	http://pathwaycommons.org/pc2/Complex_fb157fe9d669f70869f63b6de1786bec	None	http://identifiers.org/reactome/R-HSA-68914
http://pathwaycommons.org/pc2/Complex_31c488f05d4ba003cdac51655053ea60;http://pathwaycommons.org/pc2/Protein_80c9e4746b9a9261c9c7b174d2cf8292	http://pathwaycommons.org/pc2/Complex_09bdf4776bdd0417548613e1a05f56d9;http://pathwaycommons.org/pc2/Complex_aa4057edd27209457a6c42705be5bbc3;http://pathwaycommons.org/pc2/Protein_063554577b6e10adab02ce5e280ba875;http://pathwaycommons.org/pc2/Protein_1dc1c19ae566688e9f84c356cc848dc8	http://pathwaycommons.org/pc2/Complex_31c488f05d4ba003cdac51655053ea60	None	http://identifiers.org/reactome/R-HSA-2186747
http://pathwaycommons.org/pc2/Complex_31cac8a708b1d3989f1c841748af22fc;http://pathwaycommons.org/pc2/Complex_8d2dc5c49f356a77a53fca350c5da947	http://pathwaycommons.org/pc2/Complex_9e4cbec411a66b4942fae32553b1903d	http://pathwaycommons.org/pc2/Protein_6ccc07d4be3ed1f0ee1b867059d1f809	None	http://identifiers.org/reactome/R-HSA-6802908
http://pathwaycommons.org/pc2/Complex_31cac8a708b1d3989f1c841748af22fc;http://pathwaycommons.org/pc2/Complex_9e4cbec411a66b4942fae32553b1903d	http://pathwaycommons.org/pc2/Complex_3aceb6cdafdd09ae5252d568475b2126	http://pathwaycommons.org/pc2/Protein_01acb0fda286a5cf0617304efb46e139	http://pathwaycommons.org/pc2/Complex_77c44d09f3dda59cefc8439c59166216	http://identifiers.org/reactome/R-HSA-6803240
http://pathwaycommons.org/pc2/Complex_31cf4908f33f91da4673a1e2246b2e0f;http://pathwaycommons.org/pc2/Protein_6b84a1c5a267c57bdf10f3037085ac59	http://pathwaycommons.org/pc2/Complex_b5710489fad614796737f104f2fa8d29	None	None	http://identifiers.org/reactome/R-HSA-180725
http://pathwaycommons.org/pc2/Complex_31e3ddfae3855e94afe6ed31e7284aa8;http://pathwaycommons.org/pc2/SmallMolecule_d4212a63811ffc7d1680bcf028e41f9f	http://pathwaycommons.org/pc2/Complex_e216295d81ccf296c4c856be511ee58b;http://pathwaycommons.org/pc2/SmallMolecule_86e9e4589dee02730e875c1649a953ff	None	None	http://identifiers.org/reactome/R-HSA-1222325
http://pathwaycommons.org/pc2/Complex_31f6f8c995bdb300a3f9319a60ea7d86;http://pathwaycommons.org/pc2/Complex_6374bc9c83e780363dd3ca511732eed9	http://pathwaycommons.org/pc2/Complex_d2a1cdd09d16794d61110d1bd7f9c1ac	None	None	http://identifiers.org/reactome/R-HSA-1250488
http://pathwaycommons.org/pc2/Complex_31f6f8c995bdb300a3f9319a60ea7d86;http://pathwaycommons.org/pc2/Complex_cf775b4dbc3c6581e2c112621cd8e833	http://pathwaycommons.org/pc2/Complex_9b31367777b0a99fb8c84e878877e09f	None	None	http://identifiers.org/reactome/R-HSA-1306963
http://pathwaycommons.org/pc2/Complex_31f6f8c995bdb300a3f9319a60ea7d86;http://pathwaycommons.org/pc2/Protein_7e5c591898c596e21f0e531e544cc988	http://pathwaycommons.org/pc2/Complex_d1636406a3fcc0c8117ee02c33ec11af	None	None	http://identifiers.org/reactome/R-HSA-8864105
http://pathwaycommons.org/pc2/Complex_31f6f8c995bdb300a3f9319a60ea7d86;http://pathwaycommons.org/pc2/Protein_fbd02c251a04cc79f039534f925fc733	http://pathwaycommons.org/pc2/Complex_37a16360f3321936fae3e1101440a109	None	None	http://identifiers.org/reactome/R-HSA-1251944
http://pathwaycommons.org/pc2/Complex_320f492836ccd92f83b8c80f2baae74d;http://pathwaycommons.org/pc2/SmallMolecule_9c75334d0a1b490cacc2f4ddc10da659;http://pathwaycommons.org/pc2/SmallMolecule_f892c3956836e4d34387e79229070abe	http://pathwaycommons.org/pc2/Complex_c7ae6cdff27ed6aabe485f45eb75b29e;http://pathwaycommons.org/pc2/SmallMolecule_1b3361861558b2171ccf6216b28bb871	None	None	http://identifiers.org/reactome/R-HSA-1237325
http://pathwaycommons.org/pc2/Complex_3226629e98c17b7457013662b80be433;http://pathwaycommons.org/pc2/Complex_49bb72d930222a661ad3ad0bfdaee36c	http://pathwaycommons.org/pc2/Complex_5109614f3aedbdc45be0e4b045344dab	None	None	http://identifiers.org/reactome/R-HSA-420580
http://pathwaycommons.org/pc2/Complex_3226629e98c17b7457013662b80be433;http://pathwaycommons.org/pc2/Complex_7db4de8ac10a09fda622f2f542e062a8	http://pathwaycommons.org/pc2/Complex_37e7d96c5bfebe7132a235f75cbe6441	None	None	http://identifiers.org/reactome/R-HSA-420598
http://pathwaycommons.org/pc2/Complex_32306390d6b699b82244ff5bb2e2d766;http://pathwaycommons.org/pc2/Complex_8dd419ea2712c234259641eecd2860d9	http://pathwaycommons.org/pc2/Complex_03f18d3dc46235fb4de125852f27e6c8	None	None	http://identifiers.org/reactome/R-HSA-193642
http://pathwaycommons.org/pc2/Complex_3248bb2dcafe79ca509b5ad2d188759b;http://pathwaycommons.org/pc2/Protein_292448bea814241b90c35c523080fabf	http://pathwaycommons.org/pc2/Complex_33e9cc33a1deb82520f252c5d04388d2;http://pathwaycommons.org/pc2/Protein_a412949d8ae0d514a42e276cbdf5b188	None	None	http://identifiers.org/reactome/R-HSA-110351
http://pathwaycommons.org/pc2/Complex_325f2a2edfdbcf961da0ce69ce6c05b6;http://pathwaycommons.org/pc2/Complex_9baad7a0dea50ee58432af7f922a1b9d;http://pathwaycommons.org/pc2/PhysicalEntity_78f01c5b4eaf0b99872d5d2e6db41755;http://pathwaycommons.org/pc2/Protein_a9dc7388bc55c09c471d19cc0656e292	http://pathwaycommons.org/pc2/Complex_cd89c96daf664d8644ac6eb1bbcc6c27	None	http://pathwaycommons.org/pc2/Complex_6d5c434854167fc7d93095f13bb68a61	http://identifiers.org/reactome/R-HSA-6802934
http://pathwaycommons.org/pc2/Complex_325f2a2edfdbcf961da0ce69ce6c05b6;http://pathwaycommons.org/pc2/Complex_ac3e59b010426fd49d98d78612c76111;http://pathwaycommons.org/pc2/PhysicalEntity_78f01c5b4eaf0b99872d5d2e6db41755;http://pathwaycommons.org/pc2/Protein_a9dc7388bc55c09c471d19cc0656e292	http://pathwaycommons.org/pc2/Complex_8e88eef75adbf22aeeb44e314a5f86b6	None	http://pathwaycommons.org/pc2/Complex_6d5c434854167fc7d93095f13bb68a61	http://identifiers.org/reactome/R-HSA-6802914
http://pathwaycommons.org/pc2/Complex_325f2a2edfdbcf961da0ce69ce6c05b6;http://pathwaycommons.org/pc2/Complex_ae8e6ebcec248c5afb9da04f9f969503;http://pathwaycommons.org/pc2/Complex_ce6de1f277b8cde2a2491cfa1645300a;http://pathwaycommons.org/pc2/Protein_a9dc7388bc55c09c471d19cc0656e292	http://pathwaycommons.org/pc2/Complex_9474240ab07864f2c911bde39eb3c7da	None	None	http://identifiers.org/reactome/R-HSA-5674132
http://pathwaycommons.org/pc2/Complex_325f2a2edfdbcf961da0ce69ce6c05b6;http://pathwaycommons.org/pc2/Complex_d130e6824bab3e3f5cf8bdc02f04fe8f;http://pathwaycommons.org/pc2/PhysicalEntity_78f01c5b4eaf0b99872d5d2e6db41755;http://pathwaycommons.org/pc2/Protein_a9dc7388bc55c09c471d19cc0656e292	http://pathwaycommons.org/pc2/Complex_7e1e4eb34357f78987d29c136cdaf572	None	http://pathwaycommons.org/pc2/Complex_6d5c434854167fc7d93095f13bb68a61	http://identifiers.org/reactome/R-HSA-5672972
http://pathwaycommons.org/pc2/Complex_325f2a2edfdbcf961da0ce69ce6c05b6;http://pathwaycommons.org/pc2/PhysicalEntity_78f01c5b4eaf0b99872d5d2e6db41755;http://pathwaycommons.org/pc2/PhysicalEntity_e26234dbad80387702d48dbad571f14a;http://pathwaycommons.org/pc2/Protein_a9dc7388bc55c09c471d19cc0656e292	http://pathwaycommons.org/pc2/Complex_816d8559c28599e71cf6fd3335516a6b	None	http://pathwaycommons.org/pc2/Complex_6d5c434854167fc7d93095f13bb68a61	http://identifiers.org/reactome/R-HSA-6802912
http://pathwaycommons.org/pc2/Complex_32820badd6b678bb865aef3de1e60cb9;http://pathwaycommons.org/pc2/SmallMolecule_f867b749a6bbdff3cbe2a0a66f110c3c	http://pathwaycommons.org/pc2/Complex_20a127718713ba3cb0e9ad27b631ca2e;http://pathwaycommons.org/pc2/SmallMolecule_338b964744318e5ab77644623adb34df	http://pathwaycommons.org/pc2/Complex_32820badd6b678bb865aef3de1e60cb9	None	http://identifiers.org/reactome/R-HSA-166544
http://pathwaycommons.org/pc2/Complex_32864e15d5aaae70488effecfeb053ab;http://pathwaycommons.org/pc2/SmallMolecule_f867b749a6bbdff3cbe2a0a66f110c3c	http://pathwaycommons.org/pc2/Complex_fcc4b2469b9a28c6a85da573ac6474d4;http://pathwaycommons.org/pc2/SmallMolecule_338b964744318e5ab77644623adb34df	http://pathwaycommons.org/pc2/Complex_ffcdcaefa4f20e77c54bb1feb4984761;http://pathwaycommons.org/pc2/SmallMolecule_b8d69715c09bb41dcf6fb22030a834c2	None	http://identifiers.org/reactome/R-HSA-71588
http://pathwaycommons.org/pc2/Complex_329467f502508112e8057d4225227dfc;http://pathwaycommons.org/pc2/Complex_9560ee811978a78accd3307f6e7bf0cf	http://pathwaycommons.org/pc2/Complex_73165a1fd69633d433598d355cfd7ff3	None	None	http://identifiers.org/reactome/R-HSA-2201316
http://pathwaycommons.org/pc2/Complex_32cc25460d78d5b5cef4658e61060f51	http://pathwaycommons.org/pc2/Complex_12356ee580d2e2bb1d726cf04d324b78;http://pathwaycommons.org/pc2/Protein_14abdd97c18894d444a0c63272f71906	None	None	http://identifiers.org/reactome/R-HSA-8983878
http://pathwaycommons.org/pc2/Complex_32da8e3b166a55b2fd7270982e8b4bfe;http://pathwaycommons.org/pc2/Protein_277f3046a9647af30120dee7f7737496	http://pathwaycommons.org/pc2/Complex_8fd08d0c56d6859c690df305c7b782c5	None	None	http://identifiers.org/reactome/R-HSA-202137
http://pathwaycommons.org/pc2/Complex_32f6fd96376efee85f2123fd0a5cb5fa;http://pathwaycommons.org/pc2/Complex_a2bf4ab2ce2a4b1533a57348ea0af9b0;http://pathwaycommons.org/pc2/Protein_892b8d45ffea543055acadd546406464	http://pathwaycommons.org/pc2/Complex_47e8e66e0e26966dcb991de253e9b9e8	None	None	http://identifiers.org/reactome/R-HSA-5685985
