#Pathway	Name	NumMembers	Members
http://identifiers.org/reactome/R-HSA-2586552	Signaling by Leptin	53	http://pathwaycommons.org/pc2/Protein_e684de60d315769ee9b7d1d31ed7ee76;http://pathwaycommons.org/pc2/Protein_95499b4b4b3135b251493ee9f55b6ffc;http://pathwaycommons.org/pc2/Complex_70a65ce508e44ebc8da08cbac5bc75d1;http://pathwaycommons.org/pc2/Protein_313ae25dc1a94413dce5888ebc7c9017;http://pathwaycommons.org/pc2/Complex_8aeef07fce845d985023820f7e04e546;http://pathwaycommons.org/pc2/Complex_81f1d0c8e51ea149c46828446b3c1f0b;http://pathwaycommons.org/pc2/Complex_19ca2bf2558a295878ca39581caab21c;http://pathwaycommons.org/pc2/Complex_179cea3e17d75ee86d4616b33d570121;http://pathwaycommons.org/pc2/Protein_e587e49758796fbac54fd8d9762cf299;http://pathwaycommons.org/pc2/SmallMolecule_f867b749a6bbdff3cbe2a0a66f110c3c;http://pathwaycommons.org/pc2/Complex_21aa5a9ef4f10a0add8c070d617c2daa;http://pathwaycommons.org/pc2/Protein_cd6febcc3c2fafda07e4f7b4d54dd09a;http://pathwaycommons.org/pc2/Complex_f35f0f48562b6ffacc31c5237bf0b19f;http://pathwaycommons.org/pc2/Complex_0d8a01a3708b1a18c672d953b50c167b;http://pathwaycommons.org/pc2/Protein_1b37d59366c0797d61c60cfe86e99b03;http://pathwaycommons.org/pc2/Protein_15bfb9a9c45647599b7e23e38db3d4de;http://pathwaycommons.org/pc2/Protein_0a3081a8a9941b5fb20f450ef94586c9;http://pathwaycommons.org/pc2/Dna_925c3e89c14ed757287d83ce1ced56b2;http://pathwaycommons.org/pc2/Protein_a48ebca10cef29caddcbf276368527f2;http://pathwaycommons.org/pc2/Protein_2c4368db0c435688614969fb80b4302b;http://pathwaycommons.org/pc2/Complex_c5656cef5d8d33ab0e4d9ef72d773f71;http://pathwaycommons.org/pc2/Complex_f54997038a88a4b704bd160adf7d2f27;http://pathwaycommons.org/pc2/Dna_aeff4f745720cc3f40861527dd04f3d9;http://pathwaycommons.org/pc2/Complex_6e523232e837f0046d3c493bf7d40d98;http://pathwaycommons.org/pc2/Complex_bbd6e12c570c9ef55edbd193e0e1d8c1;http://pathwaycommons.org/pc2/SmallMolecule_338b964744318e5ab77644623adb34df;http://pathwaycommons.org/pc2/Complex_d4eaecf425138bea8a0c5dfa4e2b65a1;http://pathwaycommons.org/pc2/Protein_3c457f84023f3c28a3398f2dac7052e3;http://pathwaycommons.org/pc2/Complex_db76bdd7a5eec9059054891cd38bd7bb;http://pathwaycommons.org/pc2/Complex_e02a4c95b9d0999f70e609ae1c1f32a5;http://pathwaycommons.org/pc2/Complex_15a5ea80c8e5e702576f76bd83fdba72;http://pathwaycommons.org/pc2/Protein_12ae17d7e8c17e2c2b62dca8901af3cf;http://pathwaycommons.org/pc2/PhysicalEntity_8b92996a342dca264e8724905015922c;http://pathwaycommons.org/pc2/Protein_268327c95c98479e2ff662c534e58606;http://pathwaycommons.org/pc2/Complex_28764d7737869d7016fc47072aaa670f;http://pathwaycommons.org/pc2/Complex_f8f747ab7c7ee7796d1550b8a88249dd;http://pathwaycommons.org/pc2/Protein_f319e5d53ffae9c1795776675f3b0e96;http://pathwaycommons.org/pc2/Protein_78fb151f81bb21d43ca9eeee8991ee5b;http://pathwaycommons.org/pc2/Complex_380e56f40c7c630b87344325260c6268;http://pathwaycommons.org/pc2/Complex_e9e35666434de6cc395b597972fb8a5c;http://pathwaycommons.org/pc2/Complex_dca51ee7bc8f76656c0f8d56150b3a6b;http://pathwaycommons.org/pc2/Complex_dea575aa4713ab76f539f133a4831a40;http://pathwaycommons.org/pc2/Protein_25fff261e181a18892514dd953ab5593;http://pathwaycommons.org/pc2/Complex_ec1e4112139580a9db356524373a495e;http://pathwaycommons.org/pc2/PhysicalEntity_15d5e96d51490deb4aa4426339286211;http://pathwaycommons.org/pc2/Complex_76f6180ab2349cb1fb5e4b80136ce0cf;http://pathwaycommons.org/pc2/Complex_add08e4923ccd205dfb20055599877f4;http://pathwaycommons.org/pc2/Dna_c0733a3805a482f97d38370d151d3b4b;http://pathwaycommons.org/pc2/Complex_72d2c5be678b1ae7d06abf8ac2c15611;http://pathwaycommons.org/pc2/Protein_64a767a4ef13a958522b4be57a4b5edf;http://pathwaycommons.org/pc2/Protein_76fee97c542806a336366631287b0827;http://pathwaycommons.org/pc2/Complex_0c13f1659d25a55419456ab8a73f0247;http://pathwaycommons.org/pc2/Dna_1d60c5ea3c86b4371ebe25b869c28d72
