#k	#Members	Members
-1	146	http://pathwaycommons.org/pc2/Complex_ec76e5050aa706acca442c76cdbc8ca4;http://pathwaycommons.org/pc2/Protein_2fb83126c4065becb87769d083f76f45;http://pathwaycommons.org/pc2/Protein_c8c29f4b166b90ff1e4db334f81b3c8c;http://pathwaycommons.org/pc2/Protein_704b43b2bdca4b8a0879208f70bf9849;http://pathwaycommons.org/pc2/Protein_7414b9557016292bed8b8d6f992b6b83;http://pathwaycommons.org/pc2/Protein_749dad047c775bddeadc34b1ea658ef2;http://pathwaycommons.org/pc2/Protein_631c565ec4c1dceabaf1fdd6cd682352;http://pathwaycommons.org/pc2/Complex_90519c7f58933ec58a6bd2224d2caabe;http://pathwaycommons.org/pc2/Complex_1578d62290a2943ec93d01d35caf876f;http://pathwaycommons.org/pc2/Protein_37c5d3aa1fbb57f9529991f6d0348418;http://pathwaycommons.org/pc2/Complex_be711bcc91970a46b329fff2c5395ed1;http://pathwaycommons.org/pc2/Complex_2ae48cc5cffba7e31cbfc83b507d2494;http://pathwaycommons.org/pc2/Protein_c5d3ae54805fa1ab34c031730eabef6c;http://pathwaycommons.org/pc2/Protein_da7ae465074ef0b6239a82f4254159c2;http://pathwaycommons.org/pc2/Complex_f69bd573f9c5d8880060a2d9e8c4221e;http://pathwaycommons.org/pc2/Dna_3e5df4e9c54dc9b17df9b05919c8ddd8;http://pathwaycommons.org/pc2/Protein_b5325ec3f78324cfb3afc87420c67959;http://pathwaycommons.org/pc2/Complex_4ef95f0cca257467cf26ec617fe2585c;http://pathwaycommons.org/pc2/Dna_c5fefe3adc14cac6cb75a69d5d82054f;http://pathwaycommons.org/pc2/Complex_eb28633e3847bce864bb688eddafea96;http://pathwaycommons.org/pc2/Complex_61b1e460603d5cb0c756698b693ed831;http://pathwaycommons.org/pc2/Protein_28bbb71f2f6fbe9b3c647b751cbe58b6;http://pathwaycommons.org/pc2/Protein_24b6510a7dd94777ddeb773eca5ddabe;http://pathwaycommons.org/pc2/PhysicalEntity_ce3cac5231fe0c781274eabd76985479;http://pathwaycommons.org/pc2/Dna_61a44921d116c2556fabbeae8a2406ba;http://pathwaycommons.org/pc2/Protein_e00ffb9de199f0ae455d86ba9a9f61ff;http://pathwaycommons.org/pc2/Complex_69d349f4a189f2752ac42222d4779ef4;http://pathwaycommons.org/pc2/Protein_59726735643d56ce203916a6c0a23f40;http://pathwaycommons.org/pc2/Protein_4b9b23b69551fc62a06ecdee0f967f51;http://pathwaycommons.org/pc2/Complex_53f17ae4ed25cdd54089b2a724831e35;http://pathwaycommons.org/pc2/Complex_fdabf4e640c24f592bca952fb167920f;http://pathwaycommons.org/pc2/Complex_34e87910625962ac80bfd8159a45d0b9;http://pathwaycommons.org/pc2/Dna_e9f960efcef9062056f6efd59963f6d1;http://pathwaycommons.org/pc2/Protein_889afc539d865386af3e81d94c65af6c;http://pathwaycommons.org/pc2/Dna_2b13efd95ad435f41de4ed96e1739e8e;http://pathwaycommons.org/pc2/Complex_6f20c5106aba596abd844c6793c5b8aa;http://pathwaycommons.org/pc2/Protein_a0d7e1d5b3978004dbfafd453659534b;http://pathwaycommons.org/pc2/Complex_4d2b97400d92cbe89a8b18f0b823a7a0;http://pathwaycommons.org/pc2/Protein_f7b033403725a8cf977a005aa02b8b89;http://pathwaycommons.org/pc2/Complex_2d9feaa83f92a56d5f30747598ff9f29;http://pathwaycommons.org/pc2/Complex_7d5fcef5e604eaaeff42e419158c02cb;http://pathwaycommons.org/pc2/Protein_7a787083fcbcdf80a4678156a0f17d6f;http://pathwaycommons.org/pc2/Protein_2a9fd7ff05138bf3bc6344bebbb541fc;http://pathwaycommons.org/pc2/Protein_c13146379a3a3b41b4a645f3890b56cb;http://pathwaycommons.org/pc2/Protein_3f21ed4476ab1ebfbbf33828e381733a;http://pathwaycommons.org/pc2/Complex_a7391f21ef7c5b1b09abda88cd263830;http://pathwaycommons.org/pc2/Protein_916f1fcd25e242b5d29e084df520829f;http://pathwaycommons.org/pc2/Protein_95c35b241ca881dd8be4efbf00410509;http://pathwaycommons.org/pc2/SmallMolecule_5105a89d5399875329dba364c45eb5fc;http://pathwaycommons.org/pc2/Protein_d2acfd1926bd5984a392581e6ad61b4b;http://pathwaycommons.org/pc2/Dna_eb3049cc52e85dbd50691da75fd69c61;http://pathwaycommons.org/pc2/Complex_f3ae84b8959dc058e4c5e87fc7f71c6c;http://pathwaycommons.org/pc2/Protein_f4527b22e363bab82d0051b5a1dc141a;http://pathwaycommons.org/pc2/SmallMolecule_0fbc7826ed9bb1dc3124cac82aac15d8;http://pathwaycommons.org/pc2/Protein_b08cd95698c953164d9939c872d51870;http://pathwaycommons.org/pc2/Complex_149f3c34915f7caa5f7c847f1056870f;http://pathwaycommons.org/pc2/Protein_c6ae1b371b18a339de8757cd74838b44;http://pathwaycommons.org/pc2/Protein_8795ff89c38d6c2595fff1ab6f86dfeb;http://pathwaycommons.org/pc2/SmallMolecule_f022ab68b1942f985a79adc2940ccc6a;http://pathwaycommons.org/pc2/Protein_e8b9086ae8f8232716ddff6c340ea67a;http://pathwaycommons.org/pc2/Protein_e4d4871b642e7fdcc5f6501d135fd48d;http://pathwaycommons.org/pc2/Protein_784ef20322e579e9a0b9fa830aaddd1b;http://pathwaycommons.org/pc2/Complex_556c9ef41a2c12b1f27dff14f3561bb6;http://pathwaycommons.org/pc2/Complex_00ebebc1e46770d6611b24b197e4a37d;http://pathwaycommons.org/pc2/Protein_4ddf564a751bdc4f72f651741b254488;http://pathwaycommons.org/pc2/PhysicalEntity_a741d06f311b03678d79efae81422627;http://pathwaycommons.org/pc2/SmallMolecule_6fc10c58f30796cbf900890e5c12c87d;http://pathwaycommons.org/pc2/Protein_b43eb950afddcbb897d1c85b8d95cb5b;http://pathwaycommons.org/pc2/Complex_de274ef678af10d5f41b4547ce940ca3;http://pathwaycommons.org/pc2/Protein_9e01e397971aa584bea65f4a887cb0b4;http://pathwaycommons.org/pc2/Protein_af601154929b400a83c2f0587a48adf2;http://pathwaycommons.org/pc2/Protein_89c2a8cc9224510b1c22ec48168a65ee;http://pathwaycommons.org/pc2/Protein_d182a56dfb0f68ff909ee9d93d9bf867;http://pathwaycommons.org/pc2/Complex_69caa52650c84e26fc219e3116da6801;http://pathwaycommons.org/pc2/Protein_a821ff6fa7796052232abfcde7ffbac8;http://pathwaycommons.org/pc2/Protein_9dab9ddf53f9fe679b56b851309f9f2f;http://pathwaycommons.org/pc2/Complex_60b58f1cc94fe54fa849f868704a90d2;http://pathwaycommons.org/pc2/Complex_2d3772cc451fe3a9657416757aaf2292;http://pathwaycommons.org/pc2/Dna_c8bee7cee38ff282c78d58ecd41c1627;http://pathwaycommons.org/pc2/Protein_c0d54d3d5b4fb8d23ab057ac65db8cfd;http://pathwaycommons.org/pc2/Complex_a6629f91a7a3e9a516ee9b581196ac47;http://pathwaycommons.org/pc2/Protein_7d41ba87afbc6464dc5b1cc244ff67ff;http://pathwaycommons.org/pc2/Complex_d1b6330d9bb240a9c491b27f9fcdb5a7;http://pathwaycommons.org/pc2/SmallMolecule_ea9b1eb2cb052b4615a078c27b1aef1e;http://pathwaycommons.org/pc2/Protein_defeb5b7801f66592f1593139f61e2e8;http://pathwaycommons.org/pc2/Dna_9affd9d34beda4c5db84aea2ba358aba;http://pathwaycommons.org/pc2/Complex_9c479197b6020cd871d77667a15a8aae;http://pathwaycommons.org/pc2/Complex_aa258031507e3e9425bd32a2b77b1f97;http://pathwaycommons.org/pc2/Protein_4fabd572612bd217a656b28a3861747b;http://pathwaycommons.org/pc2/Complex_2949eccfef4f541dcceb2087ab952280;http://pathwaycommons.org/pc2/Complex_f92b0fa1dc42683f833a68c91aac2ee4;http://pathwaycommons.org/pc2/Protein_7af3ebff481f3cf3f124e87adb2d0bb8;http://pathwaycommons.org/pc2/Protein_125fdb5570a5037994bd49d6d8cd35de;http://pathwaycommons.org/pc2/Protein_9adb32bb35e0e7d7ca824b926cffe44c;http://pathwaycommons.org/pc2/Protein_55f2e2721437d1e4868cc6907f08e7e0;http://pathwaycommons.org/pc2/Protein_30e8f5c402480d53f443687373b2c2a1;http://pathwaycommons.org/pc2/Protein_83d830ecc88e139e16a3204c499d3f50;http://pathwaycommons.org/pc2/Protein_1dceda8d88e0e2a20174c972e4056d9e;http://pathwaycommons.org/pc2/Complex_6c2a6ca2f082856909a997fa60bb808a;http://pathwaycommons.org/pc2/Dna_4c2bff29be84ddb484fa51f2a9d0fa76;http://pathwaycommons.org/pc2/Complex_6c1e3665b905e128f4a9b503b7eadb31;http://pathwaycommons.org/pc2/Complex_b934df5564b827cf464a92356d9fcbc4;http://pathwaycommons.org/pc2/Protein_dbfdb39a0f8e7d3d28e52f92b9381a79;http://pathwaycommons.org/pc2/Complex_a9e5e0f354de0929193d3c4c6d8bf1a5;http://pathwaycommons.org/pc2/Protein_a7d759157aa2e8b0be50d53ed9e40741;http://pathwaycommons.org/pc2/Complex_aa365c810e7e59394d6c8dd0c426ead9;http://pathwaycommons.org/pc2/Protein_87cb7f45e602a22da23cff3b9cd2b244;http://pathwaycommons.org/pc2/Complex_542bc194c9e03f33207c1675d5be438a;http://pathwaycommons.org/pc2/Complex_081e7b012d79518e000e2c5fda74160f;http://pathwaycommons.org/pc2/Dna_62cf13a219f4e0bb9cc06e0c1129eadf;http://pathwaycommons.org/pc2/Protein_c94a1fd23c4978f7f337888de29c0584;http://pathwaycommons.org/pc2/Complex_af9692bc0549dfca932e3eb662093e81;http://pathwaycommons.org/pc2/Complex_f7aa7bb803571ec68d70b3535621cbef;http://pathwaycommons.org/pc2/Dna_196fb81308da18cf118dc835e562302b;http://pathwaycommons.org/pc2/Complex_86b2fd3d5f4b1306b9159ae3721771fc;http://pathwaycommons.org/pc2/PhysicalEntity_3543822a1cee0a2aed68fdfc3d19d18c;http://pathwaycommons.org/pc2/Dna_52567b183724f6587c192b3bc1ad7587;http://pathwaycommons.org/pc2/Protein_7dcddd9a950547cc8002c689da0073f8;http://pathwaycommons.org/pc2/Complex_82b6b828619e10f0a2cb064825d32127;http://pathwaycommons.org/pc2/Complex_f5d093f487332440521b5600a90ecbe9;http://pathwaycommons.org/pc2/Dna_2837868e0841244beffdf745bca19279;http://pathwaycommons.org/pc2/Protein_9e735975ae22b1366c0d4bc5d722c742;http://pathwaycommons.org/pc2/Protein_258bae34df0d8a7ecdbe25b28823bd3c;http://pathwaycommons.org/pc2/Protein_62c9493ff2804b997a35c45a57334446;http://pathwaycommons.org/pc2/Protein_3237928e2e6eeaa87f2f42862fde0136;http://pathwaycommons.org/pc2/Protein_f13aa77683e38b8b759463ea3b573f23;http://pathwaycommons.org/pc2/Complex_e031573389358a6c161d428e8311e334;http://pathwaycommons.org/pc2/Protein_ffcaf914acc357cec80bbf4d77f7edc7;http://pathwaycommons.org/pc2/Complex_ffd86d0ed3e3cb9a4be08a1b716555a6;http://pathwaycommons.org/pc2/Complex_cb5e10f7031380b6ff08228cb3ba6f8b;http://pathwaycommons.org/pc2/Complex_21a743759b538f9d112f73858caaeb2a;http://pathwaycommons.org/pc2/PhysicalEntity_d04930855c60272f0efa5533ff38cee2;http://pathwaycommons.org/pc2/Protein_0b4d1f7d0f12dba8613ab5bc0e4e44d8;http://pathwaycommons.org/pc2/Protein_11001c18de9bb6d164ef375a104a68d3;http://pathwaycommons.org/pc2/Protein_5de42bc4e551ea570db85979065b1d32;http://pathwaycommons.org/pc2/Complex_3079b155ab96e3a35c6049e6d1b45950;http://pathwaycommons.org/pc2/Complex_dd7871812bb178dd406e8841f2631f94;http://pathwaycommons.org/pc2/Complex_ce50fa58b21ec4dcbc5a13b8a93f670d;http://pathwaycommons.org/pc2/Protein_f67067545c99fb254039cf2dd9fa50b0;http://pathwaycommons.org/pc2/Protein_5453d9f82b35a1b6afab3f41bb90504b;http://pathwaycommons.org/pc2/Complex_e3e6b2cfdfbeec69ef2f586b57c6b7c6;http://pathwaycommons.org/pc2/Complex_23008a8d8ff0d81fa602fad6e54c2fba;http://pathwaycommons.org/pc2/Protein_09ee1b682e51d40812a9cbea66fd25d4;http://pathwaycommons.org/pc2/Complex_28f8c881dbf0a711eb046897d4e2e879;http://pathwaycommons.org/pc2/Protein_73efb676f9520107a639e716cb6b4638;http://pathwaycommons.org/pc2/Complex_5ea7b592da838f1fd82274fac2d73ffb
0	154	http://pathwaycommons.org/pc2/Complex_ec76e5050aa706acca442c76cdbc8ca4;http://pathwaycommons.org/pc2/Protein_2fb83126c4065becb87769d083f76f45;http://pathwaycommons.org/pc2/Protein_c8c29f4b166b90ff1e4db334f81b3c8c;http://pathwaycommons.org/pc2/Complex_554608d13670c1fd5a19c329d7fedd70;http://pathwaycommons.org/pc2/Protein_7414b9557016292bed8b8d6f992b6b83;http://pathwaycommons.org/pc2/Protein_704b43b2bdca4b8a0879208f70bf9849;http://pathwaycommons.org/pc2/Protein_749dad047c775bddeadc34b1ea658ef2;http://pathwaycommons.org/pc2/Protein_631c565ec4c1dceabaf1fdd6cd682352;http://pathwaycommons.org/pc2/Complex_90519c7f58933ec58a6bd2224d2caabe;http://pathwaycommons.org/pc2/Complex_c8e62c59708448b7e20cda379412fa0f;http://pathwaycommons.org/pc2/Complex_1578d62290a2943ec93d01d35caf876f;http://pathwaycommons.org/pc2/Protein_37c5d3aa1fbb57f9529991f6d0348418;http://pathwaycommons.org/pc2/Complex_be711bcc91970a46b329fff2c5395ed1;http://pathwaycommons.org/pc2/Complex_2ae48cc5cffba7e31cbfc83b507d2494;http://pathwaycommons.org/pc2/Protein_c5d3ae54805fa1ab34c031730eabef6c;http://pathwaycommons.org/pc2/Protein_da7ae465074ef0b6239a82f4254159c2;http://pathwaycommons.org/pc2/Complex_f69bd573f9c5d8880060a2d9e8c4221e;http://pathwaycommons.org/pc2/Dna_3e5df4e9c54dc9b17df9b05919c8ddd8;http://pathwaycommons.org/pc2/Protein_b5325ec3f78324cfb3afc87420c67959;http://pathwaycommons.org/pc2/Complex_4ef95f0cca257467cf26ec617fe2585c;http://pathwaycommons.org/pc2/Complex_eb28633e3847bce864bb688eddafea96;http://pathwaycommons.org/pc2/Dna_c5fefe3adc14cac6cb75a69d5d82054f;http://pathwaycommons.org/pc2/Complex_61b1e460603d5cb0c756698b693ed831;http://pathwaycommons.org/pc2/Protein_28bbb71f2f6fbe9b3c647b751cbe58b6;http://pathwaycommons.org/pc2/Protein_24b6510a7dd94777ddeb773eca5ddabe;http://pathwaycommons.org/pc2/PhysicalEntity_ce3cac5231fe0c781274eabd76985479;http://pathwaycommons.org/pc2/Dna_61a44921d116c2556fabbeae8a2406ba;http://pathwaycommons.org/pc2/Protein_e00ffb9de199f0ae455d86ba9a9f61ff;http://pathwaycommons.org/pc2/Complex_69d349f4a189f2752ac42222d4779ef4;http://pathwaycommons.org/pc2/Protein_59726735643d56ce203916a6c0a23f40;http://pathwaycommons.org/pc2/Protein_4b9b23b69551fc62a06ecdee0f967f51;http://pathwaycommons.org/pc2/Complex_53f17ae4ed25cdd54089b2a724831e35;http://pathwaycommons.org/pc2/Complex_fdabf4e640c24f592bca952fb167920f;http://pathwaycommons.org/pc2/Complex_34e87910625962ac80bfd8159a45d0b9;http://pathwaycommons.org/pc2/Dna_e9f960efcef9062056f6efd59963f6d1;http://pathwaycommons.org/pc2/Protein_889afc539d865386af3e81d94c65af6c;http://pathwaycommons.org/pc2/Dna_2b13efd95ad435f41de4ed96e1739e8e;http://pathwaycommons.org/pc2/Complex_6f20c5106aba596abd844c6793c5b8aa;http://pathwaycommons.org/pc2/Protein_a0d7e1d5b3978004dbfafd453659534b;http://pathwaycommons.org/pc2/Complex_4d2b97400d92cbe89a8b18f0b823a7a0;http://pathwaycommons.org/pc2/Protein_f7b033403725a8cf977a005aa02b8b89;http://pathwaycommons.org/pc2/Complex_2d9feaa83f92a56d5f30747598ff9f29;http://pathwaycommons.org/pc2/Complex_7d5fcef5e604eaaeff42e419158c02cb;http://pathwaycommons.org/pc2/Protein_7a787083fcbcdf80a4678156a0f17d6f;http://pathwaycommons.org/pc2/Protein_2a9fd7ff05138bf3bc6344bebbb541fc;http://pathwaycommons.org/pc2/Protein_c13146379a3a3b41b4a645f3890b56cb;http://pathwaycommons.org/pc2/Protein_3f21ed4476ab1ebfbbf33828e381733a;http://pathwaycommons.org/pc2/Complex_a7391f21ef7c5b1b09abda88cd263830;http://pathwaycommons.org/pc2/Protein_916f1fcd25e242b5d29e084df520829f;http://pathwaycommons.org/pc2/Protein_95c35b241ca881dd8be4efbf00410509;http://pathwaycommons.org/pc2/SmallMolecule_5105a89d5399875329dba364c45eb5fc;http://pathwaycommons.org/pc2/Protein_d2acfd1926bd5984a392581e6ad61b4b;http://pathwaycommons.org/pc2/Dna_eb3049cc52e85dbd50691da75fd69c61;http://pathwaycommons.org/pc2/Complex_f3ae84b8959dc058e4c5e87fc7f71c6c;http://pathwaycommons.org/pc2/Protein_f4527b22e363bab82d0051b5a1dc141a;http://pathwaycommons.org/pc2/SmallMolecule_0fbc7826ed9bb1dc3124cac82aac15d8;http://pathwaycommons.org/pc2/Protein_b08cd95698c953164d9939c872d51870;http://pathwaycommons.org/pc2/Complex_149f3c34915f7caa5f7c847f1056870f;http://pathwaycommons.org/pc2/Protein_c6ae1b371b18a339de8757cd74838b44;http://pathwaycommons.org/pc2/Protein_8795ff89c38d6c2595fff1ab6f86dfeb;http://pathwaycommons.org/pc2/SmallMolecule_f022ab68b1942f985a79adc2940ccc6a;http://pathwaycommons.org/pc2/Protein_e8b9086ae8f8232716ddff6c340ea67a;http://pathwaycommons.org/pc2/Protein_e4d4871b642e7fdcc5f6501d135fd48d;http://pathwaycommons.org/pc2/Protein_784ef20322e579e9a0b9fa830aaddd1b;http://pathwaycommons.org/pc2/PhysicalEntity_a741d06f311b03678d79efae81422627;http://pathwaycommons.org/pc2/Complex_556c9ef41a2c12b1f27dff14f3561bb6;http://pathwaycommons.org/pc2/Protein_4ddf564a751bdc4f72f651741b254488;http://pathwaycommons.org/pc2/Complex_00ebebc1e46770d6611b24b197e4a37d;http://pathwaycommons.org/pc2/SmallMolecule_6fc10c58f30796cbf900890e5c12c87d;http://pathwaycommons.org/pc2/Protein_b43eb950afddcbb897d1c85b8d95cb5b;http://pathwaycommons.org/pc2/Complex_de274ef678af10d5f41b4547ce940ca3;http://pathwaycommons.org/pc2/Protein_9e01e397971aa584bea65f4a887cb0b4;http://pathwaycommons.org/pc2/Protein_af601154929b400a83c2f0587a48adf2;http://pathwaycommons.org/pc2/Protein_89c2a8cc9224510b1c22ec48168a65ee;http://pathwaycommons.org/pc2/Protein_d182a56dfb0f68ff909ee9d93d9bf867;http://pathwaycommons.org/pc2/Complex_69caa52650c84e26fc219e3116da6801;http://pathwaycommons.org/pc2/Complex_4ea00eae54ed4d59c85689dacf619920;http://pathwaycommons.org/pc2/Protein_a821ff6fa7796052232abfcde7ffbac8;http://pathwaycommons.org/pc2/Protein_9dab9ddf53f9fe679b56b851309f9f2f;http://pathwaycommons.org/pc2/Complex_60b58f1cc94fe54fa849f868704a90d2;http://pathwaycommons.org/pc2/Complex_2d3772cc451fe3a9657416757aaf2292;http://pathwaycommons.org/pc2/Dna_c8bee7cee38ff282c78d58ecd41c1627;http://pathwaycommons.org/pc2/Protein_c0d54d3d5b4fb8d23ab057ac65db8cfd;http://pathwaycommons.org/pc2/Complex_47e2e53528472e58a34112da410b9b9a;http://pathwaycommons.org/pc2/Complex_a6629f91a7a3e9a516ee9b581196ac47;http://pathwaycommons.org/pc2/Protein_7d41ba87afbc6464dc5b1cc244ff67ff;http://pathwaycommons.org/pc2/Protein_30e8f5c402480d53f443687373b2c2a1;http://pathwaycommons.org/pc2/Complex_d1b6330d9bb240a9c491b27f9fcdb5a7;http://pathwaycommons.org/pc2/SmallMolecule_ea9b1eb2cb052b4615a078c27b1aef1e;http://pathwaycommons.org/pc2/Protein_defeb5b7801f66592f1593139f61e2e8;http://pathwaycommons.org/pc2/Dna_9affd9d34beda4c5db84aea2ba358aba;http://pathwaycommons.org/pc2/Complex_9c479197b6020cd871d77667a15a8aae;http://pathwaycommons.org/pc2/Complex_aa258031507e3e9425bd32a2b77b1f97;http://pathwaycommons.org/pc2/Protein_4fabd572612bd217a656b28a3861747b;http://pathwaycommons.org/pc2/Complex_2949eccfef4f541dcceb2087ab952280;http://pathwaycommons.org/pc2/Complex_f92b0fa1dc42683f833a68c91aac2ee4;http://pathwaycommons.org/pc2/Complex_c4339a1ec0a29f53b0a003c821799952;http://pathwaycommons.org/pc2/Protein_7af3ebff481f3cf3f124e87adb2d0bb8;http://pathwaycommons.org/pc2/Protein_125fdb5570a5037994bd49d6d8cd35de;http://pathwaycommons.org/pc2/Protein_9adb32bb35e0e7d7ca824b926cffe44c;http://pathwaycommons.org/pc2/Protein_83d830ecc88e139e16a3204c499d3f50;http://pathwaycommons.org/pc2/Protein_1dceda8d88e0e2a20174c972e4056d9e;http://pathwaycommons.org/pc2/Protein_55f2e2721437d1e4868cc6907f08e7e0;http://pathwaycommons.org/pc2/Complex_a9e5e0f354de0929193d3c4c6d8bf1a5;http://pathwaycommons.org/pc2/Protein_dbfdb39a0f8e7d3d28e52f92b9381a79;http://pathwaycommons.org/pc2/Complex_b934df5564b827cf464a92356d9fcbc4;http://pathwaycommons.org/pc2/Complex_6c2a6ca2f082856909a997fa60bb808a;http://pathwaycommons.org/pc2/Dna_4c2bff29be84ddb484fa51f2a9d0fa76;http://pathwaycommons.org/pc2/Complex_6c1e3665b905e128f4a9b503b7eadb31;http://pathwaycommons.org/pc2/Protein_a7d759157aa2e8b0be50d53ed9e40741;http://pathwaycommons.org/pc2/Protein_87cb7f45e602a22da23cff3b9cd2b244;http://pathwaycommons.org/pc2/Complex_aa365c810e7e59394d6c8dd0c426ead9;http://pathwaycommons.org/pc2/Complex_081e7b012d79518e000e2c5fda74160f;http://pathwaycommons.org/pc2/Complex_542bc194c9e03f33207c1675d5be438a;http://pathwaycommons.org/pc2/Dna_62cf13a219f4e0bb9cc06e0c1129eadf;http://pathwaycommons.org/pc2/Protein_c94a1fd23c4978f7f337888de29c0584;http://pathwaycommons.org/pc2/Complex_f7aa7bb803571ec68d70b3535621cbef;http://pathwaycommons.org/pc2/Complex_af9692bc0549dfca932e3eb662093e81;http://pathwaycommons.org/pc2/Dna_196fb81308da18cf118dc835e562302b;http://pathwaycommons.org/pc2/Complex_86b2fd3d5f4b1306b9159ae3721771fc;http://pathwaycommons.org/pc2/PhysicalEntity_3543822a1cee0a2aed68fdfc3d19d18c;http://pathwaycommons.org/pc2/Dna_52567b183724f6587c192b3bc1ad7587;http://pathwaycommons.org/pc2/Protein_7dcddd9a950547cc8002c689da0073f8;http://pathwaycommons.org/pc2/Complex_3810bf0a27a7b7a57f89f96784dfff16;http://pathwaycommons.org/pc2/Complex_82b6b828619e10f0a2cb064825d32127;http://pathwaycommons.org/pc2/Complex_f5d093f487332440521b5600a90ecbe9;http://pathwaycommons.org/pc2/Dna_2837868e0841244beffdf745bca19279;http://pathwaycommons.org/pc2/Protein_9e735975ae22b1366c0d4bc5d722c742;http://pathwaycommons.org/pc2/Protein_62c9493ff2804b997a35c45a57334446;http://pathwaycommons.org/pc2/Protein_258bae34df0d8a7ecdbe25b28823bd3c;http://pathwaycommons.org/pc2/Protein_3237928e2e6eeaa87f2f42862fde0136;http://pathwaycommons.org/pc2/Complex_e031573389358a6c161d428e8311e334;http://pathwaycommons.org/pc2/Protein_f13aa77683e38b8b759463ea3b573f23;http://pathwaycommons.org/pc2/Complex_ffd86d0ed3e3cb9a4be08a1b716555a6;http://pathwaycommons.org/pc2/Protein_ffcaf914acc357cec80bbf4d77f7edc7;http://pathwaycommons.org/pc2/Complex_d5002a9d0a4608c55f8f96fbb9ad18bd;http://pathwaycommons.org/pc2/Complex_cb5e10f7031380b6ff08228cb3ba6f8b;http://pathwaycommons.org/pc2/Complex_21a743759b538f9d112f73858caaeb2a;http://pathwaycommons.org/pc2/PhysicalEntity_d04930855c60272f0efa5533ff38cee2;http://pathwaycommons.org/pc2/Protein_0b4d1f7d0f12dba8613ab5bc0e4e44d8;http://pathwaycommons.org/pc2/Protein_11001c18de9bb6d164ef375a104a68d3;http://pathwaycommons.org/pc2/Protein_5de42bc4e551ea570db85979065b1d32;http://pathwaycommons.org/pc2/Complex_3079b155ab96e3a35c6049e6d1b45950;http://pathwaycommons.org/pc2/Complex_dd7871812bb178dd406e8841f2631f94;http://pathwaycommons.org/pc2/Complex_ce50fa58b21ec4dcbc5a13b8a93f670d;http://pathwaycommons.org/pc2/Complex_068c8aeaf629dd32f09822e90e10b8ed;http://pathwaycommons.org/pc2/Protein_f67067545c99fb254039cf2dd9fa50b0;http://pathwaycommons.org/pc2/Protein_5453d9f82b35a1b6afab3f41bb90504b;http://pathwaycommons.org/pc2/Complex_e3e6b2cfdfbeec69ef2f586b57c6b7c6;http://pathwaycommons.org/pc2/Complex_23008a8d8ff0d81fa602fad6e54c2fba;http://pathwaycommons.org/pc2/Protein_09ee1b682e51d40812a9cbea66fd25d4;http://pathwaycommons.org/pc2/Complex_28f8c881dbf0a711eb046897d4e2e879;http://pathwaycommons.org/pc2/Protein_73efb676f9520107a639e716cb6b4638;http://pathwaycommons.org/pc2/Complex_5ea7b592da838f1fd82274fac2d73ffb
