#k	#Members	Members	IncidentNodes
-1	76	http://pathwaycommons.org/pc2/Complex_8786742b9dad46c06c400354df1f946d;http://pathwaycommons.org/pc2/Complex_60be941a070b098b1615d41506d1c6c9;http://pathwaycommons.org/pc2/Complex_ffb10f8badebc101da0f30cb75f8630a;http://pathwaycommons.org/pc2/Protein_da9a526bc587d7f1fc098643f6d0f0d9;http://pathwaycommons.org/pc2/Complex_5fa8e44a7899f2bd639f1b0d0f6fdf6b;http://pathwaycommons.org/pc2/Complex_d100716901fe0c75dc11f2dbf3036037;http://pathwaycommons.org/pc2/Complex_6374bc9c83e780363dd3ca511732eed9;http://pathwaycommons.org/pc2/PhysicalEntity_a8d5f410a68fe8e96a3e150c7d801a10;http://pathwaycommons.org/pc2/Protein_63f8861cbc3c694832b022f0fca77c07;http://pathwaycommons.org/pc2/Protein_1c625cfa41ed841f6e288905489559f6;http://pathwaycommons.org/pc2/Complex_de7e74e891dc6d698332fcd090bd07ce;http://pathwaycommons.org/pc2/Complex_cd603d470df46d72484116a1ef643be2;http://pathwaycommons.org/pc2/Complex_f21935d224c6cdcc71a4d0f962d4952b;http://pathwaycommons.org/pc2/Complex_d1f9e0e60ae04e657fd0f89ea7d82573;http://pathwaycommons.org/pc2/Protein_500ebe16b326a176b6a4efcc4f0fee35;http://pathwaycommons.org/pc2/Complex_8d2df02ca0eabbfcdfb235936822e350;http://pathwaycommons.org/pc2/Complex_c0557c2f9d7dd47c6293996d422b66b8;http://pathwaycommons.org/pc2/Protein_da22a1cc87dfef26295476edb4fb3ad7;http://pathwaycommons.org/pc2/Complex_98390739144bcfb9217a55c8c1d11ec7;http://pathwaycommons.org/pc2/Complex_ce68ae640423a96904a4d23f23a44840;http://pathwaycommons.org/pc2/Protein_c13517995399cbd2f859319a3d36f41d;http://pathwaycommons.org/pc2/Complex_019d04a31880b8919aee4e54f8b18047;http://pathwaycommons.org/pc2/Complex_0f8ed34ebb1d3c0af0a02dda61a057af;http://pathwaycommons.org/pc2/Complex_dc828b22aba2eb478c1afe4f71e7af93;http://pathwaycommons.org/pc2/Complex_def567b8b3d98e5964ad9b00334b4096;http://pathwaycommons.org/pc2/Complex_25867e5819267701694014a7fc8ebf04;http://pathwaycommons.org/pc2/Protein_4c3da464505b1a840835544b6643ef6f;http://pathwaycommons.org/pc2/Complex_11d6090a2430bd39aff0c46fcdb284d2;http://pathwaycommons.org/pc2/Protein_944f038abd728ed28ef2e94a726f6a6c;http://pathwaycommons.org/pc2/Complex_b7207eacca5e54f102717a2eab903d29;http://pathwaycommons.org/pc2/Protein_9d57795d7cf1280649e345e2dbd445f4;http://pathwaycommons.org/pc2/Protein_19c606d277dceb2a5e58b1ffee736254;http://pathwaycommons.org/pc2/Complex_c88d06877c0c38d4995a3fb70970a76a;http://pathwaycommons.org/pc2/Protein_7e7b67717413accd88b9caaac1823b33;http://pathwaycommons.org/pc2/Complex_6e2cf951605dc1b78239fce3ea7b913e;http://pathwaycommons.org/pc2/Protein_a48ebca10cef29caddcbf276368527f2;http://pathwaycommons.org/pc2/Protein_15bfb9a9c45647599b7e23e38db3d4de;http://pathwaycommons.org/pc2/Protein_a625e555d1e69dcfa5373eb03f237e28;http://pathwaycommons.org/pc2/Complex_667505bd8e84fedcd89d631e8a153c74;http://pathwaycommons.org/pc2/Complex_3d90b39b56fa3d5d2abcfa145672dc1c;http://pathwaycommons.org/pc2/Complex_16696390ec8da7856558803339cc6316;http://pathwaycommons.org/pc2/PhysicalEntity_b3cdecc3c96bbde3bd509dfeccc435bc;http://pathwaycommons.org/pc2/Complex_fb424ae0a58ba3130040043e9132a7b3;http://pathwaycommons.org/pc2/Protein_16371e95c4a159063fc40faa638d6a60;http://pathwaycommons.org/pc2/Complex_824bf0a9d050a0fb1a8844b68378c718;http://pathwaycommons.org/pc2/Complex_2eb4207a164cfffece89f42e7c2b6456;http://pathwaycommons.org/pc2/Complex_bdc3a13765e26165a6a9c4883b83bea1;http://pathwaycommons.org/pc2/Protein_3f9ed9b514352291aa0e76cdf244f9dd;http://pathwaycommons.org/pc2/Complex_92821901e6fe87af4fb0b30279784fdb;http://pathwaycommons.org/pc2/Protein_838a551c04d598b9dd4627819cdef0db;http://pathwaycommons.org/pc2/Protein_cd8087461229a825368446206cc015d5;http://pathwaycommons.org/pc2/Complex_4b1c93c860320b547607108a66c9bafa;http://pathwaycommons.org/pc2/Protein_28147b479a4a3304fd2966639c8eec32;http://pathwaycommons.org/pc2/Protein_67ad3a3409e2e20a482e842974c10aa5;http://pathwaycommons.org/pc2/Protein_b7afdfacb0747b5e2c38eed491bd3a11;http://pathwaycommons.org/pc2/Complex_9a2988b4d17557479f3d85d1178a6b5e;http://pathwaycommons.org/pc2/Complex_4c5926783d666df1270ba703271344b5;http://pathwaycommons.org/pc2/Protein_376e246b3bc8b38dc55216abe55e2bf8;http://pathwaycommons.org/pc2/Complex_f8d46ba1580e396457faa89c5110976d;http://pathwaycommons.org/pc2/Protein_1339f904357c41966525b226454ef321;http://pathwaycommons.org/pc2/Complex_32eeabfaeabcbb511c1b0139e5e7d419;http://pathwaycommons.org/pc2/Complex_e4c81cd59cf90f3778c11f29c27ff6e3;http://pathwaycommons.org/pc2/Protein_0b46945c659855d3107538ac20ca9e32;http://pathwaycommons.org/pc2/Complex_db0a27694b716999e2e7680acac63c28;http://pathwaycommons.org/pc2/Protein_e25b35e8beefd6c8d6d7b94a2d9b474e;http://pathwaycommons.org/pc2/Complex_5e5eda7e5d76924b67995477edccf112;http://pathwaycommons.org/pc2/Complex_f8f95e63a2759eef25690c2bead08b62;http://pathwaycommons.org/pc2/Protein_a9beacf0280afdbaf7bc07260d093f9d;http://pathwaycommons.org/pc2/Protein_2fab08ba0bd1364d7a13677952854f4d;http://pathwaycommons.org/pc2/Protein_745508cefac5828461593a84e9c0a78f;http://pathwaycommons.org/pc2/Protein_66d98ea9c687605e947a4725a0f079e7;http://pathwaycommons.org/pc2/Complex_fcf7648af088b7a17281ac27954e4fb1;http://pathwaycommons.org/pc2/Protein_211a4d6270517760d966278c5655d7ad;http://pathwaycommons.org/pc2/Protein_464e77aee1604bee3d2e2229f851e2d8;http://pathwaycommons.org/pc2/Protein_4e6c1c9a8e65ce9170740cd43e723fcf;http://pathwaycommons.org/pc2/Complex_34e87910625962ac80bfd8159a45d0b9	None
0	79	http://pathwaycommons.org/pc2/Complex_8786742b9dad46c06c400354df1f946d;http://pathwaycommons.org/pc2/Complex_60be941a070b098b1615d41506d1c6c9;http://pathwaycommons.org/pc2/Complex_ffb10f8badebc101da0f30cb75f8630a;http://pathwaycommons.org/pc2/Protein_da9a526bc587d7f1fc098643f6d0f0d9;http://pathwaycommons.org/pc2/Complex_5fa8e44a7899f2bd639f1b0d0f6fdf6b;http://pathwaycommons.org/pc2/Complex_6374bc9c83e780363dd3ca511732eed9;http://pathwaycommons.org/pc2/Complex_d100716901fe0c75dc11f2dbf3036037;http://pathwaycommons.org/pc2/Protein_63f8861cbc3c694832b022f0fca77c07;http://pathwaycommons.org/pc2/PhysicalEntity_a8d5f410a68fe8e96a3e150c7d801a10;http://pathwaycommons.org/pc2/Complex_de7e74e891dc6d698332fcd090bd07ce;http://pathwaycommons.org/pc2/Complex_cd603d470df46d72484116a1ef643be2;http://pathwaycommons.org/pc2/Complex_f21935d224c6cdcc71a4d0f962d4952b;http://pathwaycommons.org/pc2/Complex_d1f9e0e60ae04e657fd0f89ea7d82573;http://pathwaycommons.org/pc2/Protein_500ebe16b326a176b6a4efcc4f0fee35;http://pathwaycommons.org/pc2/Complex_8d2df02ca0eabbfcdfb235936822e350;http://pathwaycommons.org/pc2/Complex_c0557c2f9d7dd47c6293996d422b66b8;http://pathwaycommons.org/pc2/Complex_ce68ae640423a96904a4d23f23a44840;http://pathwaycommons.org/pc2/Protein_c13517995399cbd2f859319a3d36f41d;http://pathwaycommons.org/pc2/Protein_da22a1cc87dfef26295476edb4fb3ad7;http://pathwaycommons.org/pc2/Complex_98390739144bcfb9217a55c8c1d11ec7;http://pathwaycommons.org/pc2/Complex_019d04a31880b8919aee4e54f8b18047;http://pathwaycommons.org/pc2/Complex_0f8ed34ebb1d3c0af0a02dda61a057af;http://pathwaycommons.org/pc2/Complex_def567b8b3d98e5964ad9b00334b4096;http://pathwaycommons.org/pc2/Complex_dc828b22aba2eb478c1afe4f71e7af93;http://pathwaycommons.org/pc2/Complex_25867e5819267701694014a7fc8ebf04;http://pathwaycommons.org/pc2/Protein_4c3da464505b1a840835544b6643ef6f;http://pathwaycommons.org/pc2/Complex_11d6090a2430bd39aff0c46fcdb284d2;http://pathwaycommons.org/pc2/Protein_944f038abd728ed28ef2e94a726f6a6c;http://pathwaycommons.org/pc2/Protein_9d57795d7cf1280649e345e2dbd445f4;http://pathwaycommons.org/pc2/Complex_1245e71df037e17d130de0606d93974d;http://pathwaycommons.org/pc2/Complex_b7207eacca5e54f102717a2eab903d29;http://pathwaycommons.org/pc2/Complex_725349b018caa1bccf99d8ac54a43c93;http://pathwaycommons.org/pc2/Protein_19c606d277dceb2a5e58b1ffee736254;http://pathwaycommons.org/pc2/Complex_cf775b4dbc3c6581e2c112621cd8e833;http://pathwaycommons.org/pc2/Complex_3d90b39b56fa3d5d2abcfa145672dc1c;http://pathwaycommons.org/pc2/Protein_7e7b67717413accd88b9caaac1823b33;http://pathwaycommons.org/pc2/Complex_c88d06877c0c38d4995a3fb70970a76a;http://pathwaycommons.org/pc2/Complex_34e87910625962ac80bfd8159a45d0b9;http://pathwaycommons.org/pc2/Complex_6e2cf951605dc1b78239fce3ea7b913e;http://pathwaycommons.org/pc2/Protein_a48ebca10cef29caddcbf276368527f2;http://pathwaycommons.org/pc2/Protein_464e77aee1604bee3d2e2229f851e2d8;http://pathwaycommons.org/pc2/Protein_15bfb9a9c45647599b7e23e38db3d4de;http://pathwaycommons.org/pc2/Complex_16696390ec8da7856558803339cc6316;http://pathwaycommons.org/pc2/Complex_667505bd8e84fedcd89d631e8a153c74;http://pathwaycommons.org/pc2/Protein_16371e95c4a159063fc40faa638d6a60;http://pathwaycommons.org/pc2/Complex_824bf0a9d050a0fb1a8844b68378c718;http://pathwaycommons.org/pc2/Complex_2eb4207a164cfffece89f42e7c2b6456;http://pathwaycommons.org/pc2/PhysicalEntity_b3cdecc3c96bbde3bd509dfeccc435bc;http://pathwaycommons.org/pc2/Complex_fb424ae0a58ba3130040043e9132a7b3;http://pathwaycommons.org/pc2/Protein_a625e555d1e69dcfa5373eb03f237e28;http://pathwaycommons.org/pc2/Protein_838a551c04d598b9dd4627819cdef0db;http://pathwaycommons.org/pc2/Complex_92821901e6fe87af4fb0b30279784fdb;http://pathwaycommons.org/pc2/Protein_3f9ed9b514352291aa0e76cdf244f9dd;http://pathwaycommons.org/pc2/Protein_cd8087461229a825368446206cc015d5;http://pathwaycommons.org/pc2/Complex_bdc3a13765e26165a6a9c4883b83bea1;http://pathwaycommons.org/pc2/Complex_4b1c93c860320b547607108a66c9bafa;http://pathwaycommons.org/pc2/Protein_28147b479a4a3304fd2966639c8eec32;http://pathwaycommons.org/pc2/Protein_67ad3a3409e2e20a482e842974c10aa5;http://pathwaycommons.org/pc2/Protein_b7afdfacb0747b5e2c38eed491bd3a11;http://pathwaycommons.org/pc2/Complex_9a2988b4d17557479f3d85d1178a6b5e;http://pathwaycommons.org/pc2/Complex_4c5926783d666df1270ba703271344b5;http://pathwaycommons.org/pc2/Complex_f8d46ba1580e396457faa89c5110976d;http://pathwaycommons.org/pc2/Protein_376e246b3bc8b38dc55216abe55e2bf8;http://pathwaycommons.org/pc2/Protein_1339f904357c41966525b226454ef321;http://pathwaycommons.org/pc2/Complex_32eeabfaeabcbb511c1b0139e5e7d419;http://pathwaycommons.org/pc2/Complex_e4c81cd59cf90f3778c11f29c27ff6e3;http://pathwaycommons.org/pc2/Protein_0b46945c659855d3107538ac20ca9e32;http://pathwaycommons.org/pc2/Complex_db0a27694b716999e2e7680acac63c28;http://pathwaycommons.org/pc2/Protein_e25b35e8beefd6c8d6d7b94a2d9b474e;http://pathwaycommons.org/pc2/Complex_5e5eda7e5d76924b67995477edccf112;http://pathwaycommons.org/pc2/Complex_f8f95e63a2759eef25690c2bead08b62;http://pathwaycommons.org/pc2/Protein_a9beacf0280afdbaf7bc07260d093f9d;http://pathwaycommons.org/pc2/Protein_2fab08ba0bd1364d7a13677952854f4d;http://pathwaycommons.org/pc2/Protein_745508cefac5828461593a84e9c0a78f;http://pathwaycommons.org/pc2/Protein_66d98ea9c687605e947a4725a0f079e7;http://pathwaycommons.org/pc2/Complex_fcf7648af088b7a17281ac27954e4fb1;http://pathwaycommons.org/pc2/Protein_4e6c1c9a8e65ce9170740cd43e723fcf;http://pathwaycommons.org/pc2/Protein_211a4d6270517760d966278c5655d7ad;http://pathwaycommons.org/pc2/Protein_1c625cfa41ed841f6e288905489559f6	http://identifiers.org/reactome/R-HSA-109807;http://identifiers.org/reactome/R-HSA-177920;http://identifiers.org/reactome/R-HSA-74742;http://identifiers.org/reactome/R-HSA-74734;http://identifiers.org/reactome/R-HSA-109822;http://identifiers.org/reactome/R-HSA-109702;http://identifiers.org/reactome/R-HSA-74748;http://identifiers.org/reactome/R-HSA-177931;http://identifiers.org/reactome/R-HSA-109817;http://identifiers.org/reactome/R-HSA-74737;http://identifiers.org/reactome/R-HSA-74716;http://identifiers.org/reactome/R-HSA-109701;http://identifiers.org/reactome/R-HSA-74747;http://identifiers.org/reactome/R-HSA-74711;http://identifiers.org/reactome/R-HSA-179467;http://identifiers.org/reactome/R-HSA-74726;http://identifiers.org/reactome/R-HSA-74736;http://identifiers.org/reactome/R-HSA-74740;http://identifiers.org/reactome/R-HSA-74712;http://identifiers.org/reactome/R-HSA-74715;http://identifiers.org/reactome/R-HSA-5252133;http://identifiers.org/reactome/R-HSA-110011;http://identifiers.org/reactome/R-HSA-109813;http://identifiers.org/reactome/R-HSA-5686315;http://identifiers.org/reactome/R-HSA-74746;http://identifiers.org/reactome/R-HSA-74733;http://identifiers.org/reactome/R-HSA-74718;http://identifiers.org/reactome/R-HSA-109700;http://identifiers.org/reactome/R-HSA-5686074;http://identifiers.org/reactome/R-HSA-74743;http://identifiers.org/reactome/R-HSA-74707;http://identifiers.org/reactome/R-HSA-109823;http://identifiers.org/reactome/R-HSA-162363;http://identifiers.org/reactome/R-HSA-1679589
